stop,stemmer,model,ap,rbp,p10,ndcg,twist,err,ssapw,ssrbpw,ssp10w,ssndcgw,sstwistw,sserrw
nostop,nolug,jskls,0.186916,0.451756,0.422,0.445226,0.282148,0.485064,1.4853874272,4.3066094032,4.6858,41.0733652786,0.9747984048,2.8364656352
nostop,nolug,lemurtfidf,0.190856,0.431356,0.406,0.45102,0.271414,0.41821,1.3601339832,4.7327129232,4.4482,43.986354384,1.1974195202,3.445592085
nostop,nolug,lgd,0.18656,0.444924,0.412,0.444424,0.279998,0.47148,1.60807298,4.4573190912,4.7128,45.4896733072,1.1580761698,2.93305348
nostop,nolug,pl2,0.065388,0.13318,0.138,0.198786,0.111532,0.119512,0.8800649528,3.6302763,3.5778,70.95767836,1.1205979088,2.4586430728
nostop,nolug,tfidf,0.187642,0.452628,0.426,0.453416,0.2833,0.45446,1.3222746418,4.4549022408,4.3562,54.3188147412,0.9706355,3.04432414
nostop,krovetz,bb2,0.049672,0.099762,0.1,0.147876,0.083674,0.09204,0.7224237408,3.1020926378,2.9,96.5667768004,1.1023826162,2.14394394
nostop,krovetz,bm25,0.138472,0.350126,0.332,0.351398,0.21717,0.356214,1.2670921608,5.2908247362,5.4288,57.7311809294,1.241298365,3.5465679602
nostop,krovetz,dfiz,0.148134,0.35263,0.336,0.411272,0.251056,0.381004,1.2749378122,4.262498105,4.2152,62.043976304,1.1165655832,3.4344733792
nostop,krovetz,dfree,0.210492,0.493542,0.474,0.489122,0.323176,0.478204,1.6270048568,4.3307210218,4.3362,77.4567650298,1.1279517912,2.5681229792
nostop,krovetz,dirichletlm,0.18236,0.441222,0.422,0.457518,0.285186,0.431762,1.44194464,4.0216151658,3.8058,73.2674465244,1.1951981002,3.0334470978
nostop,krovetz,dlh,0.20185,0.475438,0.45,0.482404,0.299066,0.47116,1.462677825,4.3799279778,4.645,80.6540712008,1.0043495122,2.46308096
nostop,krovetz,dph,0.212724,0.495278,0.474,0.49367,0.310856,0.478266,1.5343028912,4.3660351658,4.0762,85.637737992,0.9927338832,2.6736276522
nostop,krovetz,hiemstralm,0.187986,0.438624,0.418,0.467128,0.287708,0.433738,1.4995136802,4.5837638712,4.4338,81.9139068724,1.1533896968,3.1092831378
nostop,krovetz,ifb2,0.016632,0.050052,0.046,0.051208,0.029006,0.059368,0.1739236888,1.3369880448,1.2042,216.924111073,0.3215793882,1.4217901888
nostop,krovetz,inb2,0.22719,0.50367,0.468,0.51145,0.317364,0.499882,1.670801745,4.598113025,4.7688,106.957152955,1.2191362352,2.5282834138
nostop,krovetz,inl2,0.225146,0.504232,0.48,0.513818,0.313596,0.480446,1.6020185842,4.6711860888,4.58,110.057437511,1.1005626592,2.6230218042
nostop,krovetz,inexpb2,0.228724,0.504548,0.482,0.516978,0.318876,0.490638,1.6325630312,4.7414564448,4.9138,113.484734273,1.1217791312,2.6719250778
nostop,krovetz,jskls,0.211872,0.4924,0.468,0.488448,0.320578,0.474714,1.6373917208,4.44750468,4.3688,106.375687945,1.0656847858,2.6464318002
nostop,krovetz,lemurtfidf,0.220548,0.490444,0.474,0.50427,0.301534,0.447928,1.5185332848,5.1095272032,4.8762,113.765740567,1.2671590522,3.1904924208
nostop,krovetz,lgd,0.208778,0.478336,0.47,0.490778,0.311288,0.459872,1.6911624458,4.5163221752,4.545,111.849452757,1.2139841128,2.7273813808
nostop,krovetz,pl2,0.069876,0.15754,0.162,0.220004,0.123226,0.145034,0.9004382712,4.1997463,4.3778,152.848270568,1.2045385962,2.8346696122
nostop,krovetz,tfidf,0.220752,0.50808,0.48,0.50353,0.309236,0.493052,1.5474375048,4.6732736,4.72,124.969300702,1.0806409352,2.6484454448
nostop,lovins,bb2,0.030026,0.069736,0.066,0.116114,0.063768,0.064428,0.3039228962,2.0001704352,1.7922,241.946664147,0.7138293288,1.4157158408
nostop,lovins,bm25,0.114746,0.30052,0.288,0.317428,0.199206,0.304334,0.8560167842,5.01636946,4.8328,123.288358681,1.2911907082,3.6805961122
nostop,lovins,dfiz,0.122836,0.31602,0.298,0.36722,0.22275,0.336114,0.9644515352,3.89036982,3.8498,117.252982444,0.906635725,3.3037755602
nostop,lovins,dfree,0.178058,0.45561,0.438,0.449922,0.276968,0.45604,1.1771884218,4.446099425,4.2178,126.031933568,0.8930754688,2.8800916
nostop,lovins,dirichletlm,0.15161,0.377612,0.37,0.414116,0.245626,0.368866,1.165054385,4.2245030528,4.065,122.419824688,0.9851976962,3.3015808722
nostop,lovins,dlh,0.169772,0.439906,0.436,0.44208,0.278448,0.419132,1.0004521008,4.0644944882,3.7152,128.758630462,0.8938818448,2.8155185288
nostop,lovins,dph,0.182342,0.461006,0.444,0.45835,0.285396,0.46665,1.1223577018,4.5791077882,4.1832,134.694335665,0.8351704392,3.053493365
nostop,lovins,hiemstralm,0.160958,0.408516,0.394,0.432244,0.255856,0.412508,0.9803317018,4.3408081872,4.1082,131.114480906,0.9921416832,3.3418411168
nostop,lovins,ifb2,0.011856,0.04308,0.042,0.038194,0.022782,0.05122,0.1183593232,1.11344338,1.0218,392.792286464,0.2393938338,1.1588991
nostop,lovins,inb2,0.198626,0.482986,0.46,0.47293,0.288994,0.489664,1.3529897162,4.6759518602,4.44,153.875268508,1.0680374882,2.7323165152
nostop,lovins,inl2,0.198776,0.484168,0.458,0.47792,0.283936,0.477436,1.2996939912,4.9643291288,4.5418,158.006138032,0.9742266752,2.9494234552
nostop,lovins,inexpb2,0.202402,0.49211,0.46,0.48069,0.29453,0.479656,1.3353610898,4.891385825,4.78,161.366619014,1.086465785,2.9569316632
nostop,lovins,jskls,0.179862,0.461482,0.436,0.450536,0.279082,0.474902,1.1724821578,4.2900434938,4.0752,153.049625464,0.9060552938,2.7287204098
nostop,lovins,lemurtfidf,0.196456,0.474426,0.462,0.466382,0.286932,0.447218,1.2860958232,5.3268321962,4.9378,160.398799251,1.1064187688,3.4052718938
nostop,lovins,lgd,0.17248,0.44517,0.424,0.443714,0.27132,0.442062,1.16300642,4.404136945,3.7312,155.817429118,0.96410858,2.8713059578
nostop,lovins,pl2,0.050452,0.133144,0.128,0.185738,0.102744,0.138786,0.3763910848,3.1679517432,2.9208,259.011029295,0.8740796832,2.7222761802
nostop,lovins,tfidf,0.195996,0.490044,0.476,0.4692,0.287182,0.488716,1.2352323592,4.7953254832,4.5112,172.0225537,1.0477593338,2.8038510672
nostop,porter,bb2,0.046592,0.09646,0.104,0.141826,0.077238,0.082936,0.6219614968,2.90118696,2.9992,318.92723707,1.0129333778,1.8765109352
nostop,porter,bm25,0.124482,0.31455,0.302,0.339256,0.210652,0.322476,1.0777922138,5.115002565,4.9698,171.384244579,1.3605252648,3.7803462112
nostop,porter,dfiz,0.134504,0.329672,0.302,0.393554,0.23974,0.367516,1.1430906992,3.8881534408,3.8898,167.813094117,1.05448046,3.2467193472
nostop,porter,dfree,0.195026,0.469426,0.45,0.474482,0.302642,0.480378,1.5075434962,4.2048105962,4.045,190.817430641,1.0066795618,2.6889071658
nostop,porter,dirichletlm,0.170662,0.425954,0.418,0.446104,0.270156,0.414068,1.3237999778,4.0182218042,3.9538,181.961414384,1.0648738632,3.1877580288
nostop,porter,dlh,0.186372,0.4502,0.442,0.464856,0.292118,0.429114,1.2833319808,4.38494514,4.4218,191.086701948,1.0871787338,2.7110817002
nostop,porter,dph,0.19968,0.483824,0.458,0.481912,0.301936,0.484648,1.37288014,4.4626030512,4.4818,201.276037275,1.0278314352,2.8575457048
nostop,porter,hiemstralm,0.181664,0.42903,0.412,0.462476,0.281538,0.425582,1.3593576552,4.807183005,4.5928,194.574423717,1.2478586778,3.2208782938
nostop,porter,ifb2,0.012872,0.050872,0.05,0.04215,0.026726,0.06382,0.1127002608,1.1582525608,1.045,544.41142538,0.2658299562,1.39477348
nostop,porter,inb2,0.21642,0.495354,0.472,0.501388,0.307594,0.487716,1.56254584,4.6027491642,4.5808,228.679417769,1.2308319682,2.6491918072
nostop,porter,inl2,0.213934,0.492362,0.474,0.503402,0.308212,0.48743,1.5163864322,4.5437468778,4.3962,232.30634072,1.1330038328,2.659014785
nostop,porter,inexpb2,0.218838,0.505406,0.484,0.508594,0.31059,0.493062,1.5138338978,4.6269469282,4.4072,238.273213996,1.156636425,2.6891218378
nostop,porter,jskls,0.196296,0.472066,0.44,0.474502,0.301274,0.480272,1.4843217992,4.2376558722,4.34,219.241467022,1.0124937762,2.7122680408
nostop,porter,lemurtfidf,0.211908,0.486524,0.482,0.496786,0.297104,0.451662,1.4030810168,5.0844790112,4.6738,234.769617066,1.2534224992,3.3480869178
nostop,porter,lgd,0.192576,0.462214,0.444,0.472754,0.290382,0.458744,1.5917687712,4.2953951402,4.2432,223.118514744,0.9758251738,2.8471187432
nostop,porter,pl2,0.06597,0.152314,0.15,0.209618,0.11039,0.14374,0.851559985,4.0705965002,4.005,322.57943473,1.095751525,2.87588102
nostop,porter,tfidf,0.209248,0.495568,0.47,0.4944,0.304946,0.484074,1.4278269248,4.5962592688,4.425,244.51411286,1.0642307042,2.6568512562
nostop,snowballPorter,bb2,0.046586,0.093964,0.102,0.141406,0.077642,0.08246,0.6226624002,2.7679439952,2.8898,433.478157292,1.0221528018,1.8691904
nostop,snowballPorter,bm25,0.125518,0.3167,0.312,0.34102,0.215018,0.32111,1.0811406538,5.02760468,4.9128,228.94166775,1.3586940138,3.678641325
nostop,snowballPorter,dfiz,0.133394,0.32495,0.3,0.391754,0.235724,0.366908,1.1435638882,3.944043185,3.96,222.311826674,1.0821315912,3.3374044568
nostop,snowballPorter,dfree,0.194272,0.467498,0.446,0.473098,0.3008,0.472746,1.5046534808,4.2846226698,4.1442,248.332372813,0.99988762,2.7886130242
nostop,snowballPorter,dirichletlm,0.169666,0.424636,0.416,0.445038,0.26971,0.414064,1.3005880722,3.9954980552,3.9272,237.263290767,1.071347585,3.1786379352
nostop,snowballPorter,dlh,0.186306,0.45195,0.444,0.46496,0.29412,0.42518,1.2811468482,4.360193805,4.4032,248.42011482,1.09257618,2.67098646
nostop,snowballPorter,dph,0.198448,0.48046,0.458,0.4812,0.301028,0.477904,1.3566118848,4.42180086,4.4018,260.05223678,1.0310753208,2.8305154992
nostop,snowballPorter,hiemstralm,0.180846,0.428754,0.408,0.46217,0.281174,0.428934,1.3433367842,4.7574250042,4.4968,251.46616652,1.2411723562,3.2289966522
nostop,snowballPorter,ifb2,0.012734,0.049692,0.048,0.041836,0.026286,0.063018,0.1115529322,1.1454184368,1.0048,712.206782374,0.2632468002,1.3928893338
nostop,snowballPorter,inb2,0.215788,0.491356,0.466,0.500882,0.307126,0.48234,1.5465026528,4.6266310632,4.4322,290.331103774,1.2318482762,2.70112164
nostop,snowballPorter,inl2,0.213326,0.491056,0.474,0.503496,0.30983,0.481126,1.4934351362,4.6018222032,4.3762,294.789307213,1.104408745,2.7306643362
nostop,snowballPorter,inexpb2,0.218332,0.502918,0.476,0.508908,0.31105,0.486642,1.4965598688,4.6475745338,4.3712,301.83917961,1.159292365,2.7111462418
nostop,snowballPorter,jskls,0.19541,0.471758,0.44,0.474002,0.300464,0.474442,1.472285625,4.2634245818,4.22,277.245517559,1.0074937352,2.7716311818
nostop,snowballPorter,lemurtfidf,0.211154,0.484248,0.482,0.496582,0.29723,0.44469,1.3848704242,5.0726142448,4.6738,295.935662337,1.242373585,3.396990265
nostop,snowballPorter,lgd,0.19207,0.462268,0.442,0.471794,0.287526,0.456154,1.587694085,4.3514284888,4.3018,280.642772125,0.9547964962,2.8965128042
nostop,snowballPorter,pl2,0.066212,0.150578,0.148,0.212056,0.110272,0.142496,0.8538168528,4.0685266258,4.0048,405.884507752,1.0925252408,2.8740355592
nostop,snowballPorter,tfidf,0.20829,0.492154,0.474,0.494816,0.302154,0.476946,1.403427265,4.6209750642,4.3162,305.746880167,1.0450253642,2.7569527442
nostop,weakPorter,bb2,0.045724,0.089178,0.09,0.140808,0.078084,0.07918,0.6074427712,2.7153901858,2.645,548.604560253,0.9918148272,1.81051064
nostop,weakPorter,bm25,0.129034,0.314666,0.318,0.335028,0.213864,0.307436,1.1815702322,5.3144958922,5.4138,289.83293907,1.4218364952,3.6219945552
nostop,weakPorter,dfiz,0.14118,0.3506,0.338,0.398052,0.241282,0.37367,1.2076138,4.11251346,4.1178,277.011209764,1.1165091738,3.234348425
nostop,weakPorter,dfree,0.196892,0.471372,0.448,0.467878,0.295138,0.459194,1.5687226968,4.7262707008,4.5848,303.116924319,1.0862493378,3.0217672082
nostop,weakPorter,dirichletlm,0.169128,0.41226,0.392,0.43615,0.26297,0.41741,1.3965633808,4.15622008,3.9368,289.36605877,1.217921785,3.455490825
nostop,weakPorter,dlh,0.187568,0.455132,0.434,0.460378,0.275976,0.450936,1.3507341288,4.4209294888,4.3722,303.056955789,0.9968907312,2.9561155352
nostop,weakPorter,dph,0.200608,0.487248,0.474,0.472678,0.298204,0.483,1.4057731168,4.5227424448,4.1362,313.075036095,0.9757200192,2.80751744
nostop,weakPorter,hiemstralm,0.176816,0.417852,0.406,0.44951,0.272084,0.422546,1.3771430672,4.6162152648,4.6282,301.739840861,1.2597333872,3.2704308442
nostop,weakPorter,ifb2,0.012704,0.045286,0.044,0.044094,0.024776,0.052616,0.1194406192,1.1943151202,1.1632,870.377705374,0.2231079712,1.2254161472
nostop,weakPorter,inb2,0.213124,0.483306,0.464,0.489658,0.302108,0.473766,1.5271747912,4.7228499082,4.8152,341.623759666,1.2430771368,2.8805835522
nostop,weakPorter,inl2,0.211758,0.486188,0.474,0.49108,0.299882,0.463632,1.5032858418,4.8192499528,4.6362,345.056372652,1.0586941938,2.8471216488
nostop,weakPorter,inexpb2,0.215726,0.491312,0.47,0.4975,0.30355,0.478314,1.4762867762,4.6185513328,4.805,353.33832144,1.120067565,2.7152713402
nostop,weakPorter,jskls,0.198012,0.475284,0.456,0.469296,0.293878,0.467002,1.5212274728,4.6503217472,4.5232,331.794005715,1.0825052058,3.0220396898
nostop,weakPorter,lemurtfidf,0.205344,0.461378,0.442,0.478258,0.286292,0.440288,1.4366614632,5.0506541258,4.9218,341.027761372,1.2889912168,3.2165058728
nostop,weakPorter,lgd,0.195062,0.458702,0.432,0.470684,0.295832,0.442436,1.6205013578,4.6531983498,4.4888,337.559339884,1.2917132088,3.1068676552
nostop,weakPorter,pl2,0.06503,0.13976,0.144,0.215848,0.115298,0.127,0.855088425,3.95097308,3.9232,482.396347932,1.0890962498,2.5796252
nostop,weakPorter,tfidf,0.207394,0.491288,0.472,0.48562,0.297172,0.476926,1.4183014682,4.7510589728,4.6008,357.894550886,1.0445293608,2.8273818362
indri,nolug,bb2,0.196046,0.460224,0.432,0.46397,0.290342,0.463812,1.4528724442,4.1802576112,4.2888,343.069943351,1.0726085218,2.8244914928
indri,nolug,bm25,0.188562,0.456456,0.436,0.454628,0.282824,0.449324,1.2795997578,4.2820133232,4.1352,339.213597837,0.9965094312,2.9937780512
indri,nolug,dfiz,0.195476,0.448342,0.44,0.463824,0.285518,0.4557,1.5532974112,4.1690140418,4.12,346.962850686,1.0874047538,2.97609634
indri,nolug,dfree,0.198386,0.462526,0.442,0.460052,0.281594,0.474542,1.6711535202,4.1130646762,4.4818,346.577953216,1.0760927482,2.4785245618
indri,nolug,dirichletlm,0.164484,0.394728,0.36,0.420462,0.25859,0.40889,1.4795989872,4.1185885008,4.1,332.22090864,1.093012505,3.148654325
indri,nolug,dlh,0.199222,0.461298,0.454,0.468342,0.28531,0.452702,1.4944570858,4.3752285498,4.2842,356.78338833,1.142754805,2.8880100498
indri,nolug,dph,0.195972,0.466112,0.452,0.464274,0.288486,0.470172,1.5043530008,4.2233488928,4.3248,355.983316335,0.9350664802,2.7579665008
indri,nolug,hiemstralm,0.158838,0.381496,0.372,0.424542,0.2657,0.37346,1.2543195178,3.9233222392,3.8608,339.772921419,1.20244218,2.87054996
indri,nolug,ifb2,0.194812,0.465984,0.43,0.458114,0.287556,0.47508,1.4363283528,4.1930521872,4.205,356.509656004,1.1343317232,2.8651706
indri,nolug,inb2,0.195462,0.461164,0.44,0.459334,0.28273,0.468574,1.4288967178,4.3102990752,4.32,359.456717624,1.100828185,2.8311597162
indri,nolug,inl2,0.194916,0.459426,0.434,0.46349,0.293028,0.457722,1.3626091272,4.3236987162,4.2922,364.194809949,1.0857502008,2.9415104058
indri,nolug,inexpb2,0.196726,0.458252,0.428,0.465436,0.291496,0.461242,1.4324780962,4.1950291648,4.2008,367.658741485,1.0979910592,2.8907925418
indri,nolug,jskls,0.19972,0.46386,0.45,0.463062,0.288338,0.47583,1.66187608,4.13367382,4.405,368.107745845,1.0562258378,2.608984205
indri,nolug,lemurtfidf,0.19348,0.44353,0.418,0.453572,0.271732,0.424858,1.39110446,4.860033125,4.7938,364.621334318,1.1534810888,3.3752133818
indri,nolug,lgd,0.20337,0.456872,0.436,0.468616,0.286824,0.471668,1.686754065,4.1989998208,4.4752,376.499421406,1.1991872712,2.6941829888
indri,nolug,pl2,0.17921,0.443692,0.416,0.44455,0.272122,0.443608,1.171990045,4.7364637168,4.4472,363.96896837,0.9654639258,3.2956122368
indri,nolug,tfidf,0.190664,0.45495,0.432,0.45781,0.283334,0.453754,1.2919513352,4.389664485,4.1288,372.965888995,0.9954845122,3.0728150042
indri,krovetz,bb2,0.22899,0.504304,0.48,0.518426,0.319556,0.47682,1.644930485,4.6956655392,4.72,434.20307565,1.1378309232,2.6895479
indri,krovetz,bm25,0.21917,0.5035,0.482,0.508998,0.313562,0.46988,1.465133885,4.7963544,4.9338,424.277990925,1.0797292378,2.8150921
indri,krovetz,dfiz,0.217976,0.480146,0.472,0.505904,0.322882,0.442874,1.7376384912,4.6362094042,4.6208,422.710245814,1.1189240938,2.8431974162
indri,krovetz,dfree,0.222654,0.498916,0.474,0.504554,0.323918,0.482566,1.8296079242,4.4112462872,4.7162,423.346155789,1.2069635538,2.4714881922
indri,krovetz,dirichletlm,0.197254,0.45891,0.438,0.471836,0.293434,0.433946,1.7037896042,4.076116505,3.8178,394.418936412,1.3692537922,2.8603600242
indri,krovetz,dlh,0.226066,0.5117,0.498,0.51765,0.314962,0.487934,1.6536837522,4.5251072,4.7098,444.670044505,1.0994257978,2.4207247722
indri,krovetz,dph,0.225086,0.515484,0.486,0.508294,0.318476,0.500924,1.6891337002,4.4631155872,4.5402,434.933258742,1.0466946712,2.4513360312
indri,krovetz,hiemstralm,0.1942,0.447156,0.43,0.474218,0.290338,0.449996,1.5255335,4.6253869232,4.605,403.198993589,1.1963912178,3.2244915392
indri,krovetz,ifb2,0.22732,0.50764,0.48,0.51404,0.317382,0.478434,1.61963668,4.74317614,4.84,446.91239988,1.1324472138,2.8003120922
indri,krovetz,inb2,0.228778,0.506134,0.48,0.517696,0.316552,0.49083,1.6319076258,4.5601571922,4.48,453.968986602,1.1416362048,2.523050985
indri,krovetz,inl2,0.22377,0.502982,0.484,0.515932,0.322454,0.476508,1.548432805,4.7906161738,4.9272,453.764075566,1.1005123642,2.7798561168
indri,krovetz,inexpb2,0.22973,0.506384,0.476,0.519344,0.321398,0.483774,1.616368465,4.7664093272,4.7912,460.577129724,1.1477746098,2.7884338162
indri,krovetz,jskls,0.22578,0.5049,0.486,0.50849,0.325366,0.491058,1.8164166,4.48351574,4.9602,448.784935292,1.1441339722,2.4623154818
indri,krovetz,lemurtfidf,0.22341,0.494968,0.478,0.507476,0.30326,0.455936,1.551088365,4.9746980088,4.9258,450.023889772,1.24632954,3.2002195352
indri,krovetz,lgd,0.227048,0.487238,0.474,0.51987,0.328518,0.475706,1.8227670048,4.4695819378,4.9362,468.198988354,1.2521678338,2.7011225482
indri,krovetz,pl2,0.210188,0.500586,0.476,0.495878,0.308236,0.479362,1.3865465128,4.8865993202,4.7912,441.282942686,1.0203501952,2.5801270778
indri,krovetz,tfidf,0.22084,0.505466,0.486,0.511454,0.31561,0.476762,1.49415862,4.9336391922,4.7802,461.334721713,1.012802885,2.8007216178
indri,lovins,bb2,0.203354,0.495682,0.464,0.481418,0.29247,0.48743,1.3548897042,4.5812594338,4.5152,431.961928865,1.007801385,2.633370565
indri,lovins,bm25,0.199766,0.500132,0.482,0.479002,0.290328,0.481876,1.2212646522,4.7217556888,4.8138,432.033367696,0.9028188408,2.8322288912
indri,lovins,dfiz,0.181606,0.438328,0.432,0.468712,0.277812,0.44351,1.1185143082,4.2942890008,4.1688,426.332152994,0.8400182328,2.822402585
indri,lovins,dfree,0.191198,0.484534,0.442,0.467606,0.285724,0.479978,1.3040069898,4.4847663322,4.4018,427.567924695,0.8852569912,2.8475144658
indri,lovins,dirichletlm,0.161878,0.395068,0.382,0.427222,0.260242,0.397418,1.2072699258,4.1399946488,3.9138,414.793319532,1.0392119818,3.2332917738
indri,lovins,dlh,0.196536,0.490912,0.47,0.480524,0.291874,0.47094,1.1705904352,4.4980450128,4.585,441.964517432,0.8940763362,2.63486022
indri,lovins,dph,0.192068,0.488976,0.452,0.471,0.28869,0.479726,1.1805990288,4.4508613312,4.3648,436.60136356,0.870487625,2.7393389162
indri,lovins,hiemstralm,0.169194,0.428762,0.402,0.437476,0.260038,0.424106,1.0348458082,4.5202435378,4.4698,423.000056107,0.9933851178,3.3489817282
indri,lovins,ifb2,0.20289,0.49893,0.486,0.47972,0.292142,0.476816,1.348750045,4.738488365,5.0402,447.9278261,1.1202433818,2.8003779472
indri,lovins,inb2,0.20347,0.499026,0.474,0.483548,0.293938,0.482796,1.347179645,4.5864970962,4.7562,453.538915933,1.0502857578,2.7132734792
indri,lovins,inl2,0.201742,0.495936,0.472,0.483094,0.296026,0.47849,1.2610616818,4.8446485352,4.7608,455.209510132,0.8743505762,2.806611345
indri,lovins,inexpb2,0.205074,0.500084,0.484,0.484822,0.296304,0.490112,1.3420576162,4.6345081472,4.8672,458.995899317,1.0458860592,2.6651085728
indri,lovins,jskls,0.192938,0.488398,0.452,0.46993,0.288932,0.479772,1.2569622978,4.4733499498,4.3248,449.029259893,0.8487616488,2.7080591408
indri,lovins,lemurtfidf,0.20056,0.481886,0.464,0.470754,0.28973,0.459374,1.32631872,5.0941148402,5.0152,452.052966343,1.080915685,3.1433680162
indri,lovins,lgd,0.194552,0.47917,0.462,0.48136,0.28404,0.468436,1.2353462048,4.440225105,4.3578,462.426284972,0.91147148,2.9348158952
indri,lovins,pl2,0.18436,0.473338,0.456,0.461412,0.289122,0.46106,1.05440414,4.7900994978,4.8232,450.208673826,0.9664445258,2.8730542
indri,lovins,tfidf,0.199862,0.502462,0.476,0.479582,0.297288,0.49007,1.2221338978,4.7320632578,4.5912,464.980892168,0.9328900928,2.696808205
indri,porter,bb2,0.218696,0.501918,0.476,0.50865,0.311894,0.494868,1.5642404992,4.4405918738,4.6512,498.09932915,1.1223970482,2.5048999688
indri,porter,bm25,0.212316,0.50502,0.486,0.502234,0.312036,0.503714,1.3985792672,4.45066702,4.3602,492.203533529,1.1096493152,2.6426760602
indri,porter,dfiz,0.199886,0.448656,0.434,0.493724,0.303976,0.431418,1.5538475602,4.1645736632,3.5522,484.763007031,1.0439648712,2.7417428938
indri,porter,dfree,0.206928,0.487622,0.454,0.491156,0.310384,0.494254,1.7139417008,4.1773931058,3.7842,484.258478966,1.2288083672,2.5812189042
indri,porter,dirichletlm,0.18439,0.438842,0.414,0.462016,0.278738,0.426968,1.496649085,4.0428367418,3.8202,463.984749509,1.2479510578,3.2723689288
indri,porter,dlh,0.214314,0.50336,0.484,0.505684,0.309658,0.495286,1.5195920402,4.41248598,4.5272,505.525066923,1.1134043818,2.3431451002
indri,porter,dph,0.210052,0.502792,0.47,0.49599,0.30504,0.512642,1.4721753448,3.9734069368,4.085,496.311181356,1.06791882,2.2593713218
indri,porter,hiemstralm,0.188212,0.444826,0.418,0.4692,0.289814,0.448566,1.4016858528,4.7821531762,4.4738,475.12176072,1.2838576602,3.3734919122
indri,porter,ifb2,0.218122,0.507554,0.49,0.505866,0.30719,0.483862,1.5188319658,4.5466606042,4.385,512.559859736,1.213238525,2.7224090378
indri,porter,inb2,0.219148,0.505848,0.482,0.50817,0.314088,0.499702,1.5588923648,4.4796573648,4.4538,517.756127891,1.1852456528,2.5639781698
indri,porter,inl2,0.213996,0.495986,0.468,0.506214,0.310114,0.502756,1.4797007392,4.4670631402,4.2888,517.356721501,1.1095747202,2.5827367832
indri,porter,inexpb2,0.220186,0.505818,0.484,0.511818,0.314386,0.49794,1.5186881402,4.5080312138,4.4672,526.879913734,1.1652653402,2.6117216
indri,porter,jskls,0.209382,0.49088,0.458,0.494522,0.307342,0.499572,1.6949167538,4.1225291,4.1418,508.151051542,1.1285608618,2.5179865808
indri,porter,lemurtfidf,0.214986,0.492712,0.482,0.4991,0.29763,0.473398,1.4371271402,4.8743268928,4.4338,515.67924877,1.201780565,3.1669088298
indri,porter,lgd,0.212494,0.48142,0.46,0.50681,0.3082,0.474962,1.7121854282,4.36015272,4.22,527.189199784,1.22410098,2.8243844378
indri,porter,pl2,0.200888,0.49232,0.46,0.48995,0.299384,0.488534,1.2342675328,4.7852752,4.72,510.151255005,0.9562665072,2.6297935122
indri,porter,tfidf,0.21186,0.502186,0.472,0.50281,0.314462,0.50444,1.40066486,4.4916444402,4.4008,526.216469254,1.0780016978,2.55324662
indri,snowballPorter,bb2,0.218202,0.500972,0.478,0.50885,0.312004,0.49484,1.5414780098,4.4067518608,4.6058,536.058751215,1.1202083392,2.50726394
indri,snowballPorter,bm25,0.211718,0.503304,0.482,0.502664,0.311966,0.503394,1.3723196138,4.4282487792,4.3138,530.339949076,1.1012246522,2.6473514282
indri,snowballPorter,dfiz,0.199564,0.447602,0.432,0.493776,0.303964,0.433398,1.5424560152,4.1206944698,3.6088,522.433765295,1.0420745552,2.7073994498
