stop,stemmer,model,ap,rbp,p10,ndcg,twist,err,ssapw,ssrbpw,ssp10w,ssndcgw,sstwistw,sserrw
nostop,krovetz,bb2,0.014764,0.03669,0.034,0.051984,0.029628,0.04091,0.1691859352,0.602620765,0.5722,205.249705362,0.4702663608,0.824406465
nostop,krovetz,bm25,0.272106,0.55987,0.542,0.579292,0.357764,0.426294,1.5376661682,4.666393165,4.9818,87.8006515104,0.9434058952,2.6191310482
nostop,krovetz,dfiz,0.164898,0.461478,0.448,0.433688,0.275974,0.310774,1.0480976898,4.8290760858,4.5848,73.862129064,1.0058544162,1.8295296362
nostop,krovetz,dfree,0.310718,0.567702,0.576,0.615068,0.391494,0.408066,1.8418348338,4.1877452898,4.1712,103.649004813,0.9927519482,2.5723089122
nostop,krovetz,dirichletlm,0.218446,0.465662,0.464,0.517186,0.323906,0.323562,1.5857185242,5.2772783578,5.0152,83.0315001612,1.0346506682,2.6486954578
nostop,krovetz,dlh,0.201358,0.437502,0.432,0.496156,0.307556,0.325906,1.3380149818,4.1370081498,4.2088,82.6246524804,0.9279475832,2.4227148682
nostop,krovetz,dph,0.31019,0.569642,0.566,0.613778,0.394816,0.410268,1.730262125,4.0009067418,3.8922,110.164598254,1.0574294272,2.3456984288
nostop,krovetz,hiemstralm,0.172194,0.355984,0.35,0.47884,0.284752,0.282786,1.1412802482,4.1737403872,3.905,86.226614808,1.0474904448,2.4700305602
nostop,krovetz,ifb2,0.00929,0.034456,0.028,0.038726,0.02373,0.035292,0.095676765,0.5996519632,0.3808,315.968572328,0.216324045,0.5445402968
nostop,krovetz,inb2,0.282046,0.581188,0.564,0.568432,0.372034,0.428942,1.5217142442,4.5469255528,4.7152,115.638769437,1.3925065522,2.6992426618
nostop,krovetz,inl2,0.30135,0.5893,0.564,0.609398,0.39023,0.437912,1.585815565,4.42178072,4.8952,132.202187142,0.895013845,2.5685147528
nostop,krovetz,inexpb2,0.2858,0.590358,0.564,0.587034,0.37149,0.433388,1.4672208,4.5829348218,4.7152,125.381166445,0.985896025,2.5294331528
nostop,krovetz,jskls,0.316612,0.569652,0.57,0.618908,0.408318,0.417324,1.8819290128,4.4112266248,4.465,140.168636885,1.3172180538,2.7055109312
nostop,krovetz,lemurtfidf,0.254318,0.571672,0.552,0.547886,0.33744,0.43564,1.4849202738,4.5550116408,4.9648,117.902506981,0.89757452,2.62158336
nostop,krovetz,lgd,0.295404,0.556388,0.552,0.592158,0.377106,0.400542,2.0291217592,4.8555383528,4.9248,133.524084406,1.0873166682,2.5987864218
nostop,krovetz,pl2,0.053664,0.15337,0.15,0.144184,0.093922,0.146936,0.6987876952,3.211010325,3.085,290.999246199,1.1735469658,2.9641116152
nostop,krovetz,tfidf,0.299966,0.586954,0.582,0.60509,0.385498,0.445376,1.5946620722,4.3523526442,4.4738,153.602465474,0.8469304498,2.7318991512
nostop,lovins,bb2,0.01429,0.026548,0.026,0.04071,0.025308,0.030378,0.184404865,0.5475558248,0.5362,437.222487711,0.4431800168,0.7382150858
nostop,lovins,bm25,0.256798,0.525406,0.514,0.559292,0.356696,0.412564,1.4792415298,4.9138225482,5.2202,152.492461262,1.2147619392,3.2259892352
nostop,lovins,dfiz,0.139576,0.457186,0.424,0.394792,0.249958,0.308766,0.8018482312,4.6409773002,4.2512,144.747077299,0.9143705618,1.8155914122
nostop,lovins,dfree,0.301112,0.578818,0.564,0.605434,0.401408,0.426096,1.6602444728,4.0290487138,4.0152,178.689862292,1.4282910568,2.6531561992
nostop,lovins,dirichletlm,0.219208,0.492148,0.494,0.509206,0.323832,0.332498,1.5655470768,5.4803336648,5.3282,146.363284973,1.3338798488,2.4821929898
nostop,lovins,dlh,0.18138,0.436214,0.43,0.466478,0.28064,0.337918,1.24060684,4.1946212002,4.585,144.182916631,0.8037172,2.2935024538
nostop,lovins,dph,0.29565,0.583312,0.574,0.595236,0.38749,0.422488,1.580882285,3.8762086328,4.1362,180.388959186,0.924813605,2.4881927328
nostop,lovins,hiemstralm,0.162732,0.352534,0.338,0.46151,0.276956,0.263718,1.0359188688,3.8157443322,3.5378,148.853615458,0.9798133032,1.7738956338
nostop,lovins,ifb2,0.009046,0.040724,0.038,0.032504,0.019436,0.03892,0.0973507642,0.6907145912,0.5378,546.092106662,0.2006724752,0.63964652
nostop,lovins,inb2,0.260366,0.55578,0.54,0.544146,0.374044,0.424638,1.5265311722,4.9211764,5.3,177.160580276,1.7904090032,2.9638335778
nostop,lovins,inl2,0.290856,0.587568,0.576,0.590846,0.391982,0.44372,1.4997573432,4.5095377888,4.8712,201.38626696,1.2794344538,2.7405636
nostop,lovins,inexpb2,0.273228,0.573302,0.548,0.57361,0.37783,0.426138,1.4713496808,4.6851518298,4.8848,194.084210322,1.425048985,2.6272248378
nostop,lovins,jskls,0.306974,0.58084,0.582,0.607202,0.411028,0.426194,1.7120893362,4.31573592,4.2738,215.453470457,1.5761217608,2.9080302282
nostop,lovins,lemurtfidf,0.23857,0.543556,0.528,0.527526,0.324374,0.408236,1.474020285,4.6340691432,5.1008,180.087567549,0.9030431162,2.6144048952
nostop,lovins,lgd,0.282586,0.560052,0.55,0.57502,0.380418,0.40621,1.8380064202,4.8805541648,5.185,200.988943188,1.3868608738,2.667381605
nostop,lovins,pl2,0.035202,0.115488,0.106,0.11409,0.07447,0.111136,0.2663958098,2.5841629328,2.1882,488.063796786,0.840051025,2.3668351152
nostop,lovins,tfidf,0.29079,0.586588,0.564,0.591212,0.385668,0.438066,1.499276065,4.3725687528,4.7552,225.052583728,1.3003213088,2.6055762922
nostop,porter,bb2,0.016462,0.042126,0.036,0.052566,0.032928,0.049256,0.1773819378,0.8338422762,0.6752,622.564365527,0.5077065208,1.3308396432
nostop,porter,bm25,0.275938,0.562378,0.546,0.586372,0.364632,0.431314,1.3665011178,4.7260373258,4.9042,238.858288246,0.8804017688,2.8996008802
nostop,porter,dfiz,0.15785,0.470926,0.44,0.428368,0.273088,0.326786,0.811715605,4.4700992962,4.1,201.52723627,0.8706797728,1.9408981602
nostop,porter,dfree,0.31705,0.584096,0.576,0.631754,0.405934,0.414796,1.639820905,4.0856220392,4.0112,279.964138852,0.7197483522,2.3016061392
nostop,porter,dirichletlm,0.228548,0.506564,0.5,0.53489,0.331392,0.352378,1.4169934048,4.9343636152,4.86,217.767031488,0.8476681968,2.4657504258
nostop,porter,dlh,0.200546,0.454158,0.446,0.498176,0.30052,0.339954,1.2589427842,4.6772323218,4.7242,208.736694623,0.83744908,2.4889541442
nostop,porter,dph,0.314456,0.585954,0.584,0.62363,0.410436,0.444828,1.5061430232,3.7946480842,3.8872,278.771632218,0.8856156752,3.0163908608
nostop,porter,hiemstralm,0.179868,0.388996,0.368,0.494002,0.295826,0.2957,1.0286040088,3.9718373392,3.8488,212.113644629,0.9252467162,2.05866682
nostop,porter,ifb2,0.009076,0.041646,0.038,0.038096,0.02305,0.039474,0.0791781312,0.6803759042,0.5178,756.587709493,0.192825965,0.5856106962
nostop,porter,inb2,0.277664,0.597224,0.588,0.572052,0.38883,0.430776,1.3202289752,4.6180874112,4.7728,258.498566274,1.328405485,2.7242756512
nostop,porter,inl2,0.306458,0.603656,0.572,0.617358,0.398112,0.446976,1.4184406818,4.4291145032,4.7608,296.446851771,0.9417345928,2.5564447512
nostop,porter,inexpb2,0.288032,0.593476,0.574,0.596652,0.388442,0.44548,1.2895349288,4.3544578112,4.7762,279.768033263,1.0288700418,2.75455254
nostop,porter,jskls,0.323016,0.591346,0.578,0.635026,0.418052,0.42909,1.6540583072,4.1252289842,4.3058,317.216680703,1.0385069848,2.555819385
nostop,porter,lemurtfidf,0.258512,0.566958,0.564,0.559806,0.342746,0.446866,1.3202649328,4.2130894018,4.6152,257.549738643,0.7697290042,3.0601529722
nostop,porter,lgd,0.298844,0.573064,0.558,0.602194,0.404902,0.413836,1.7916818432,4.7052890152,4.9018,289.606768059,1.4467986898,2.6639099952
nostop,porter,pl2,0.051672,0.158808,0.144,0.144982,0.09569,0.151734,0.4770493208,3.3885151368,2.7432,593.427742143,1.148316245,2.9145016522
nostop,porter,tfidf,0.304768,0.602636,0.592,0.613494,0.394544,0.451142,1.4163390288,4.3973437952,4.5568,314.646528408,0.8731933032,2.6004087218
nostop,snowballPorter,bb2,0.016674,0.044382,0.038,0.054044,0.032364,0.053304,0.1772192362,0.8541728938,0.6778,836.541548071,0.5086731152,1.3804078992
nostop,snowballPorter,bm25,0.27602,0.564894,0.546,0.586838,0.362328,0.434574,1.34885538,4.7769430082,5.0042,307.956743784,0.8457774608,2.8723962762
nostop,snowballPorter,dfiz,0.156352,0.466722,0.434,0.427028,0.271224,0.325872,0.8077263048,4.4727265858,4.2122,264.373519672,0.8655397712,1.9439319808
nostop,snowballPorter,dfree,0.316712,0.581264,0.57,0.631956,0.40337,0.413668,1.6165295528,4.0245781552,4.025,358.568708664,0.754963045,2.3097704088
nostop,snowballPorter,dirichletlm,0.226752,0.505518,0.496,0.533398,0.332966,0.35482,1.3781341448,4.8661467938,4.6192,279.079624043,0.8568658522,2.46444136
nostop,snowballPorter,dlh,0.20008,0.448702,0.436,0.497998,0.300174,0.338552,1.25397826,4.6678999298,4.6552,268.685191412,0.8325644162,2.4944552448
nostop,snowballPorter,dph,0.314274,0.577594,0.57,0.62385,0.409614,0.442538,1.4889104362,3.8187443882,3.985,355.389211055,0.8736207202,3.0571767378
nostop,snowballPorter,hiemstralm,0.178626,0.3873,0.364,0.493584,0.294278,0.294746,1.0101719962,3.95373626,3.8552,271.898597108,0.9033406258,2.0544173642
nostop,snowballPorter,ifb2,0.009302,0.042748,0.038,0.038766,0.023448,0.04026,0.0796572698,0.7412901848,0.5178,983.17508525,0.1944241048,0.61297484
nostop,snowballPorter,inb2,0.27768,0.604574,0.598,0.572728,0.387638,0.438122,1.29269846,4.5666628562,4.6698,325.368447083,1.2882886578,2.6376139258
nostop,snowballPorter,inl2,0.305362,0.604394,0.58,0.615956,0.397086,0.44731,1.3992896378,4.4325549282,4.72,369.650587014,0.9222996602,2.550339065
nostop,snowballPorter,inexpb2,0.287612,0.600014,0.576,0.596868,0.3805,0.45034,1.2743184728,4.3653552802,4.8112,350.480730754,0.86682184,2.68295264
nostop,snowballPorter,jskls,0.322412,0.585446,0.572,0.634462,0.416936,0.42775,1.6341235728,4.0613139642,4.2408,395.569278386,1.0267226552,2.555061945
nostop,snowballPorter,lemurtfidf,0.25692,0.573066,0.568,0.558034,0.341816,0.459266,1.2979593,4.2737044322,4.7088,320.876363317,0.7713257472,3.1744009522
nostop,snowballPorter,lgd,0.298204,0.57212,0.56,0.602738,0.405114,0.412586,1.7677001792,4.60495734,4.86,361.734895761,1.4315446602,2.6565703002
nostop,snowballPorter,pl2,0.053608,0.16101,0.142,0.149226,0.09799,0.154496,0.5259078968,3.295475805,2.6618,739.255876399,1.186520205,2.9203647192
nostop,snowballPorter,tfidf,0.304116,0.602686,0.594,0.612124,0.393112,0.45189,1.3864503472,4.3653738202,4.5282,386.82901024,0.8665073528,2.592775625
nostop,weakPorter,bb2,0.01981,0.060964,0.052,0.064704,0.03695,0.065824,0.189870665,1.1714235752,0.8248,1015.92039865,0.515734845,1.5504670712
nostop,weakPorter,bm25,0.27049,0.571678,0.54,0.576824,0.365286,0.43725,1.458322545,4.4385381858,4.68,366.417558431,1.1174664202,2.924467865
nostop,weakPorter,dfiz,0.175798,0.490922,0.456,0.447586,0.287262,0.357158,0.9943280698,4.2160691258,4.1232,320.718886946,0.9962344578,2.1884362218
nostop,weakPorter,dfree,0.317988,0.590838,0.584,0.627222,0.412496,0.441486,1.6598445328,3.8749925178,3.9072,429.496373062,0.9972764392,2.6358295202
nostop,weakPorter,dirichletlm,0.233046,0.50133,0.496,0.5322,0.340072,0.34562,1.5258051842,5.089545385,5.3792,339.82615047,1.1714215608,2.31672368
nostop,weakPorter,dlh,0.208086,0.460372,0.442,0.506532,0.30437,0.355642,1.3210981202,4.3605523808,4.6218,330.638401615,0.821564725,2.5689161618
nostop,weakPorter,dph,0.316094,0.59619,0.584,0.6208,0.407194,0.44813,1.6054929482,3.710205645,3.5872,427.09179105,0.9487922482,3.028318965
nostop,weakPorter,hiemstralm,0.180178,0.38602,0.364,0.488866,0.28583,0.301842,1.1238117258,3.93891338,3.7352,330.885999863,0.927913445,2.1545040218
nostop,weakPorter,ifb2,0.011236,0.048072,0.042,0.041252,0.028224,0.048234,0.0988654752,0.7833583808,0.5618,1202.12062488,0.2342736112,0.7310037722
nostop,weakPorter,inb2,0.281926,0.598934,0.582,0.571116,0.380386,0.438904,1.4336403762,4.6835366522,5.1938,390.036786694,1.3110777202,2.8488049992
nostop,weakPorter,inl2,0.301344,0.599178,0.566,0.608736,0.38836,0.441262,1.5066524632,4.3576430458,5.0122,434.245751938,0.8049029,2.7904753178
nostop,weakPorter,inexpb2,0.283686,0.597158,0.572,0.58637,0.372004,0.445552,1.4280243402,4.3215177218,4.8208,408.989913441,1.0091650392,2.7871340648
nostop,weakPorter,jskls,0.323584,0.598854,0.59,0.629416,0.423546,0.441296,1.7026656072,3.9080788242,3.925,466.788408368,1.3575752042,2.6623727992
nostop,weakPorter,lemurtfidf,0.25066,0.551858,0.542,0.546908,0.333648,0.433004,1.44856006,4.3928720218,4.8218,377.074840362,0.9100993448,3.2226750192
nostop,weakPorter,lgd,0.303358,0.57552,0.568,0.602522,0.40223,0.414748,1.8205161218,4.64805468,4.7688,433.588296778,1.252800265,2.6810123848
nostop,weakPorter,pl2,0.059474,0.168284,0.158,0.152558,0.100982,0.149656,0.7250952562,3.6033752472,3.4218,883.312309059,1.2777585938,2.8220287432
nostop,weakPorter,tfidf,0.300548,0.605176,0.582,0.605036,0.387942,0.450122,1.4866208248,4.0873097312,4.3938,451.43093592,0.8057658218,2.7273206258
indri,nolug,bb2,0.279692,0.579406,0.562,0.569332,0.369658,0.443344,1.6667826968,4.2515246282,4.7778,412.559211111,1.3052193818,3.1066092632
indri,nolug,bm25,0.281078,0.586984,0.574,0.576912,0.36967,0.455802,1.5808009458,3.7674868672,3.9362,421.95379636,1.074930105,2.8688253098
indri,nolug,dfiz,0.282748,0.56776,0.55,0.576988,0.368878,0.409458,1.8822430848,4.31569146,4.145,424.043305131,0.9792591858,2.4651454218
indri,nolug,dfree,0.316312,0.583488,0.582,0.61434,0.408038,0.438402,1.8694637928,3.6876864528,3.6538,472.217382174,1.3769424378,2.8634439498
indri,nolug,dirichletlm,0.247152,0.541592,0.532,0.529818,0.339386,0.36424,1.8819099848,5.4981611968,5.4488,391.153966832,1.1173624602,2.53449814
indri,nolug,dlh,0.253256,0.506388,0.492,0.557164,0.36491,0.378898,1.6444930232,3.7065196528,4.0568,411.721163652,1.208667485,2.6535083698
indri,nolug,dph,0.316762,0.595646,0.584,0.60212,0.403328,0.440054,1.9120374578,3.8834923642,4.1472,461.963256248,1.2795912008,2.9002170242
indri,nolug,hiemstralm,0.18703,0.36877,0.362,0.494008,0.299924,0.273402,1.331159185,3.818210065,3.5178,385.285588189,0.9163049112,2.1645411698
indri,nolug,ifb2,0.257374,0.543308,0.528,0.539258,0.349672,0.422054,1.6429278762,4.4625163968,4.8208,404.893858381,1.3435038808,3.2989405842
indri,nolug,inb2,0.275394,0.571264,0.55,0.562292,0.367504,0.438894,1.6520307682,3.9530298352,4.145,424.495237032,1.2860989392,2.8500659482
indri,nolug,inl2,0.287498,0.578948,0.56,0.585464,0.376806,0.438282,1.6111217698,3.9194084648,4.08,449.942820477,1.1010683082,2.7206722538
indri,nolug,inexpb2,0.280826,0.584458,0.568,0.572506,0.3753,0.447442,1.6299774562,3.9484358218,4.2488,437.945684751,1.44240136,2.9505160618
indri,nolug,jskls,0.318354,0.581258,0.578,0.615484,0.40348,0.43461,1.8721514042,3.5979859818,3.8858,493.562050705,1.16207374,2.907543485
indri,nolug,lemurtfidf,0.243294,0.55594,0.522,0.53028,0.33665,0.450658,1.4930341282,4.05823928,4.6058,410.028376216,1.066717865,3.2707097618
indri,nolug,lgd,0.305104,0.566358,0.566,0.604284,0.391066,0.409014,1.9094318592,4.0349103418,4.1322,481.869393913,1.2187696722,2.4887547802
indri,nolug,pl2,0.252778,0.542114,0.518,0.545096,0.359008,0.45032,1.4674149858,3.7308856802,3.7538,422.817636722,0.9689118168,3.34242484
indri,nolug,tfidf,0.285466,0.588778,0.572,0.580756,0.37331,0.455976,1.5795092722,3.7310772658,3.9608,456.363168805,1.047390965,2.7549868312
indri,krovetz,bb2,0.289616,0.577584,0.564,0.592946,0.37908,0.416892,1.6186098872,4.1044118272,4.3952,472.635794924,0.97645704,2.5511288768
indri,krovetz,bm25,0.298276,0.570604,0.556,0.607374,0.38021,0.420862,1.5630922312,4.0562926392,4.3832,493.561476444,0.820351485,2.7130147978
indri,krovetz,dfiz,0.275974,0.528754,0.53,0.584326,0.362362,0.376938,1.8419935962,4.5140744842,4.885,465.972201432,0.9882689978,2.4913959978
indri,krovetz,dfree,0.320304,0.563632,0.54,0.633302,0.399736,0.4223,1.8893086792,3.5241987288,3.58,538.31720213,0.9827241952,2.74492202
indri,krovetz,dirichletlm,0.235786,0.464438,0.482,0.536226,0.32192,0.328212,1.8639401002,5.2726379578,5.2338,430.008249986,1.17389966,2.9128596928
indri,krovetz,dlh,0.253872,0.490434,0.498,0.56396,0.357416,0.3756,1.4615343808,3.7741120322,3.9898,451.555450742,0.8464781072,2.85271714
indri,krovetz,dph,0.329686,0.596002,0.57,0.629952,0.40714,0.445944,1.8335085402,3.6411410098,3.865,539.165348213,0.95828896,2.8072004232
indri,krovetz,hiemstralm,0.184432,0.36842,0.348,0.49671,0.292954,0.290832,1.1969435888,3.75556998,3.7248,424.649756715,0.8090513442,2.3998205888
indri,krovetz,ifb2,0.26053,0.528952,0.512,0.551874,0.348368,0.391482,1.644684265,4.6940272048,4.8928,448.122675321,1.0432353888,2.8681626938
indri,krovetz,inb2,0.292108,0.574212,0.558,0.587074,0.38617,0.410386,1.6096886168,4.2862664728,4.5818,483.893949097,1.338153925,2.7291646602
indri,krovetz,inl2,0.301834,0.559078,0.556,0.6116,0.391084,0.40414,1.6159931922,4.2710642658,4.4832,518.5793017,0.8989437472,2.81177698
indri,krovetz,inexpb2,0.294412,0.595478,0.576,0.597338,0.372332,0.432918,1.5343894728,4.1280493658,4.1912,500.285169925,0.9283005088,2.5783343338
indri,krovetz,jskls,0.326414,0.570092,0.546,0.636304,0.404826,0.430302,1.8943155202,3.4763006968,3.5842,563.342352592,0.9665651362,2.6813433498
indri,krovetz,lemurtfidf,0.264636,0.561318,0.538,0.558928,0.344796,0.437534,1.5400446552,3.9982172738,4.5978,463.418580677,0.8310051192,2.7194630922
indri,krovetz,lgd,0.310336,0.559496,0.532,0.623024,0.394876,0.419968,1.9908905352,3.9264794792,4.1888,544.37396226,1.2592695912,2.7507198888
indri,krovetz,pl2,0.281264,0.561674,0.538,0.585154,0.378172,0.435648,1.4635165752,3.9250465562,4.2578,492.896329477,1.0263785408,2.9558330848
indri,krovetz,tfidf,0.302266,0.574356,0.56,0.610632,0.381962,0.42658,1.5790381522,4.0355590632,4.04,528.27923301,0.8181342778,2.90460136
indri,lovins,bb2,0.274324,0.556746,0.554,0.57126,0.364134,0.421112,1.6886102912,4.5817489042,4.7042,482.309414312,1.1443749722,2.7692168528
indri,lovins,bm25,0.291366,0.586462,0.568,0.586648,0.370418,0.441722,1.6420185122,4.0142627778,4.3288,500.740069409,1.1730542138,2.6561763258
indri,lovins,dfiz,0.258252,0.520474,0.516,0.56208,0.349544,0.352098,1.7835514448,4.8787664762,4.8472,478.097728532,0.9708978232,2.0893501898
indri,lovins,dfree,0.310704,0.568878,0.546,0.615846,0.41216,0.439534,1.7797221792,3.5847386458,3.7442,544.813442685,1.43869796,2.5291703522
indri,lovins,dirichletlm,0.234854,0.505086,0.52,0.530224,0.324268,0.352696,1.7293478042,5.1191390802,5.02,463.398526556,1.0901709688,2.9806863392
indri,lovins,dlh,0.235336,0.481098,0.486,0.536558,0.336448,0.349166,1.3703022152,3.4733747698,4.1602,467.882658213,0.7535636048,2.0350337122
indri,lovins,dph,0.316762,0.591188,0.57,0.610686,0.410722,0.443676,1.7245356178,3.6168027128,4.005,543.562644021,1.4506305658,2.7237918912
indri,lovins,hiemstralm,0.182072,0.377532,0.354,0.48664,0.283594,0.295962,1.1754822008,3.4856013488,3.0842,466.94479271,0.8710899082,1.9588144378
indri,lovins,ifb2,0.250856,0.524674,0.51,0.529336,0.326816,0.395532,1.7429324032,5.0697691962,5.165,472.014302612,1.2240037072,2.9981041888
indri,lovins,inb2,0.275816,0.566986,0.544,0.559742,0.373902,0.43242,1.6515177672,4.2816200402,4.8232,492.051101192,1.8389909898,2.75172286
indri,lovins,inl2,0.294472,0.583146,0.574,0.592708,0.38638,0.428494,1.6604586008,4.0178314042,4.3762,528.55030997,1.29716158,2.5255134082
indri,lovins,inexpb2,0.28509,0.591962,0.574,0.580092,0.373806,0.447768,1.613241325,4.2528098978,4.5162,515.665280208,1.3443793082,2.8447653688
indri,lovins,jskls,0.315808,0.567898,0.55,0.61966,0.405602,0.427094,1.8000009968,3.5793764898,3.725,572.684477892,1.1402256498,2.5624288482
indri,lovins,lemurtfidf,0.251686,0.547944,0.532,0.538232,0.333012,0.429784,1.5609835202,4.2102411632,4.3688,487.092750748,0.8462988928,2.8101183872
indri,lovins,lgd,0.301254,0.555358,0.556,0.605966,0.395534,0.408918,1.9346524042,4.1855840018,4.3432,555.513910566,1.3889548922,2.7227129538
indri,lovins,pl2,0.269198,0.538722,0.514,0.569584,0.368322,0.406836,1.4288429898,3.6289183858,3.8802,513.192620132,0.9317207458,2.4063193552
indri,lovins,tfidf,0.29547,0.589618,0.57,0.591382,0.377244,0.441268,1.626517865,3.7573815138,4.385,539.283436484,1.1392735232,2.4989219688
indri,porter,bb2,0.29033,0.590598,0.586,0.600176,0.388864,0.435746,1.437385605,4.1503938298,4.3202,552.743582658,1.1092000752,2.8342896042
indri,porter,bm25,0.306406,0.605154,0.584,0.613954,0.38477,0.460062,1.3968083482,3.4673513642,3.7872,575.06043291,0.765922565,2.5911145778
indri,porter,dfiz,0.2817,0.554882,0.55,0.595406,0.367906,0.381098,1.67795852,4.2194784138,4.325,549.414652224,0.8459750282,2.0517246898
indri,porter,dfree,0.329112,0.593674,0.574,0.647452,0.410928,0.467432,1.6381707328,3.3020148962,3.7162,641.23450073,0.8042762408,2.9974835688
indri,porter,dirichletlm,0.248546,0.51115,0.52,0.561202,0.34127,0.347008,1.6909760442,4.645257845,4.6,517.065603505,0.919609065,2.3930333168
indri,porter,dlh,0.255442,0.504306,0.492,0.570862,0.358694,0.366864,1.3553133018,3.8009239682,4.0768,526.913520887,0.7962317482,2.3528244752
indri,porter,dph,0.335944,0.618304,0.594,0.640282,0.414794,0.46782,1.5788844232,3.3862814392,3.7282,631.873964109,0.7966748282,2.98779196
indri,porter,hiemstralm,0.194068,0.399206,0.364,0.513518,0.308716,0.307556,1.1259862288,3.6507009482,3.3752,503.261950569,0.8033312272,2.0476313432
indri,porter,ifb2,0.262094,0.533752,0.506,0.55478,0.34699,0.40496,1.4970821482,4.5916630848,4.8482,519.678593108,0.986611725,2.91271662
indri,porter,inb2,0.290924,0.600434,0.582,0.5916,0.392222,0.43496,1.4206578312,4.0052238522,4.2338,557.35498572,1.1215835458,2.65040628
indri,porter,inl2,0.310812,0.596212,0.59,0.62054,0.398194,0.44415,1.4714328528,3.8090650928,4.325,602.645967544,0.7658432482,2.756385325
indri,porter,inexpb2,0.296992,0.60444,0.592,0.605218,0.383392,0.45449,1.3653557568,3.87848096,4.0768,579.395457735,0.7606173968,2.689911245
indri,porter,jskls,0.334488,0.598254,0.58,0.65013,0.42768,0.460638,1.6414889528,3.2710260842,3.58,664.742517254,1.04049806,2.8917415178
indri,porter,lemurtfidf,0.271054,0.576274,0.554,0.569092,0.353958,0.46093,1.3674823842,3.7184472162,4.1042,539.711594518,0.7712893418,2.940557985
indri,porter,lgd,0.319016,0.575216,0.548,0.638162,0.415874,0.444798,1.7822159472,3.8066060072,4.1448,642.82474715,1.3563826762,2.9035619698
indri,porter,pl2,0.285708,0.572036,0.55,0.593118,0.373692,0.438892,1.2978967368,3.6182813352,3.785,569.239799687,0.6869440968,2.7504809968
indri,porter,tfidf,0.310846,0.608858,0.592,0.617598,0.387768,0.45062,1.4099367042,3.5178461818,3.7368,607.33061668,0.7395090888,2.54971036
indri,snowballPorter,bb2,0.28941,0.593776,0.59,0.599242,0.390206,0.436494,1.421551945,4.0055923112,4.025,580.666439341,1.1124423682,2.8117491482
indri,snowballPorter,bm25,0.30524,0.603086,0.578,0.612806,0.383416,0.461804,1.3776732,3.4506847602,3.7058,602.594990802,0.7492805672,2.6043009592
indri,snowballPorter,dfiz,0.28136,0.55384,0.552,0.595112,0.36691,0.381056,1.67726104,4.1797349,4.2248,578.253354185,0.828379185,2.0510768632
