topic,stop,stemmer,model,ap,rbp,p10,ndcg,twist,err
509,nostop,nolug,bm25,0.2680,0.9117,0.9000,0.5864,0.4130,0.8599
510,nostop,nolug,bm25,0.4625,0.9242,0.9000,0.7194,0.5168,0.4608
511,nostop,nolug,bm25,0.1995,0.7152,0.7000,0.5635,0.3691,0.8121
512,nostop,nolug,bm25,0.1542,0.2550,0.2000,0.6146,0.3338,0.2998
513,nostop,nolug,bm25,0.3580,0.9171,0.9000,0.5837,0.8538,0.5754
514,nostop,nolug,bm25,0.2588,0.6531,0.4000,0.6681,0.4054,0.5632
515,nostop,nolug,bm25,0.1256,0.2425,0.2000,0.5262,0.2351,0.7753
516,nostop,nolug,bm25,0.0978,0.0234,0.0000,0.5338,0.2323,0.0654
517,nostop,nolug,bm25,0.0688,0.2313,0.2000,0.3468,0.1777,0.3949
518,nostop,nolug,bm25,0.0998,0.2738,0.3000,0.4992,0.2717,0.2321
519,nostop,nolug,bm25,0.1576,0.6764,0.5000,0.4736,0.3370,0.5650
520,nostop,nolug,bm25,0.1823,0.4755,0.4000,0.4323,0.3779,0.3626
521,nostop,nolug,bm25,0.0002,0.0000,0.0000,0.0263,0.0000,0.0033
522,nostop,nolug,bm25,0.0187,0.0015,0.0000,0.4491,0.0492,0.0149
523,nostop,nolug,bm25,0.0343,0.0830,0.1000,0.3388,0.1791,0.1591
524,nostop,nolug,bm25,0.0477,0.2530,0.3000,0.2596,0.1886,0.3922
525,nostop,nolug,bm25,0.1465,0.2908,0.4000,0.5753,0.3364,0.3971
526,nostop,nolug,bm25,0.0549,0.0019,0.0000,0.4046,0.1510,0.0387
527,nostop,nolug,bm25,0.2478,0.7679,0.8000,0.5525,0.4143,0.4815
528,nostop,nolug,bm25,0.2894,0.3280,0.2000,0.5765,0.3933,0.8129
529,nostop,nolug,bm25,0.1042,0.0603,0.1000,0.5023,0.2933,0.0674
530,nostop,nolug,bm25,0.1865,0.8380,0.9000,0.4376,0.3389,0.8562
531,nostop,nolug,bm25,0.1236,0.3602,0.2000,0.4013,0.2276,0.3589
532,nostop,nolug,bm25,0.1582,0.2814,0.5000,0.6099,0.3479,0.1478
533,nostop,nolug,bm25,0.1941,0.8503,0.8000,0.5047,0.2940,0.5890
534,nostop,nolug,bm25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
535,nostop,nolug,bm25,0.0027,0.0036,0.0000,0.0853,0.0836,0.0153
536,nostop,nolug,bm25,0.2450,0.4452,0.5000,0.5962,0.4449,0.3421
537,nostop,nolug,bm25,0.0016,0.0000,0.0000,0.1193,0.0337,0.0026
538,nostop,nolug,bm25,0.5714,0.2110,0.1000,0.9363,0.4760,0.2634
539,nostop,nolug,bm25,0.1060,0.3387,0.3000,0.5007,0.2699,0.4411
540,nostop,nolug,bm25,0.0990,0.2000,0.1000,0.3774,0.1833,0.2573
541,nostop,nolug,bm25,0.1313,0.4348,0.4000,0.4319,0.2029,0.2408
542,nostop,nolug,bm25,0.2786,0.7294,0.7000,0.5759,0.4115,0.4374
543,nostop,nolug,bm25,0.0006,0.0000,0.0000,0.0407,0.0216,0.0031
544,nostop,nolug,bm25,0.4491,0.8902,0.8000,0.7064,0.5066,0.5790
545,nostop,nolug,bm25,0.2943,0.4737,0.4000,0.6612,0.3980,0.8531
546,nostop,nolug,bm25,0.1353,0.3201,0.2000,0.5701,0.2961,0.4031
547,nostop,nolug,bm25,0.1060,0.1278,0.2000,0.4171,0.2901,0.0869
548,nostop,nolug,bm25,0.2250,0.1239,0.2000,1.0000,0.1429,0.0734
549,nostop,nolug,bm25,0.2663,0.4731,0.5000,0.6021,0.2629,0.8055
550,nostop,nolug,bm25,0.1518,0.5740,0.6000,0.4387,0.2967,0.4480
501,nostop,nolug,dfiz,0.0765,0.5992,0.4000,0.1983,0.1639,0.8607
502,nostop,nolug,dfiz,0.1059,0.2485,0.2000,0.4486,0.2795,0.2767
503,nostop,nolug,dfiz,0.0098,0.0071,0.0000,0.1735,0.0790,0.0521
504,nostop,nolug,dfiz,0.1303,0.3602,0.2000,0.3189,0.2084,0.3568
505,nostop,nolug,dfiz,0.2345,0.4714,0.5000,0.5630,0.3505,0.3541
506,nostop,nolug,dfiz,0.0007,0.0000,0.0000,0.1170,0.0014,0.0004
507,nostop,nolug,dfiz,0.0073,0.0002,0.0000,0.1936,0.0475,0.0121
508,nostop,nolug,dfiz,0.0187,0.0591,0.1000,0.2413,0.1435,0.0804
509,nostop,nolug,dfiz,0.0154,0.1907,0.2000,0.1562,0.0883,0.1808
510,nostop,nolug,dfiz,0.0678,0.0322,0.0000,0.4517,0.2021,0.0516
511,nostop,nolug,dfiz,0.2299,0.6742,0.7000,0.5807,0.3811,0.4110
512,nostop,nolug,dfiz,0.1443,0.2991,0.2000,0.5642,0.3165,0.7894
513,nostop,nolug,dfiz,0.1753,0.7118,0.5000,0.4482,0.3288,0.5038
514,nostop,nolug,dfiz,0.2360,0.7709,0.7000,0.6026,0.3804,0.5658
515,nostop,nolug,dfiz,0.1646,0.4114,0.4000,0.6230,0.3232,0.8043
516,nostop,nolug,dfiz,0.0405,0.0081,0.0000,0.4094,0.1732,0.0463
517,nostop,nolug,dfiz,0.0040,0.0019,0.0000,0.1027,0.0681,0.0361
518,nostop,nolug,dfiz,0.0120,0.1600,0.1000,0.1631,0.0956,0.1397
519,nostop,nolug,dfiz,0.0861,0.5746,0.5000,0.3594,0.2460,0.2713
520,nostop,nolug,dfiz,0.0410,0.1670,0.1000,0.2199,0.1256,0.1403
521,nostop,nolug,dfiz,0.0004,0.0000,0.0000,0.0345,0.0000,0.0042
522,nostop,nolug,dfiz,0.3451,0.3600,0.2000,0.5941,0.3263,0.3476
523,nostop,nolug,dfiz,0.0344,0.0065,0.0000,0.2860,0.1638,0.0515
524,nostop,nolug,dfiz,0.0537,0.2126,0.1000,0.2782,0.1586,0.2922
525,nostop,nolug,dfiz,0.0931,0.1146,0.1000,0.4677,0.2810,0.1023
526,nostop,nolug,dfiz,0.0828,0.0381,0.1000,0.5174,0.1897,0.0899
527,nostop,nolug,dfiz,0.0701,0.6731,0.5000,0.2934,0.1981,0.8629
528,nostop,nolug,dfiz,0.1694,0.2000,0.1000,0.3696,0.2458,0.7515
529,nostop,nolug,dfiz,0.1028,0.1502,0.2000,0.4873,0.2528,0.1087
530,nostop,nolug,dfiz,0.0183,0.3843,0.3000,0.1004,0.0540,0.4192
531,nostop,nolug,dfiz,0.0026,0.0000,0.0000,0.1520,0.0276,0.0019
532,nostop,nolug,dfiz,0.2018,0.5308,0.4000,0.5825,0.3105,0.8509
533,nostop,nolug,dfiz,0.0401,0.2274,0.2000,0.2787,0.1590,0.7612
534,nostop,nolug,dfiz,0.0677,0.1600,0.1000,0.3286,0.1896,0.3758
535,nostop,nolug,dfiz,0.0065,0.0056,0.0000,0.1376,0.0759,0.0202
536,nostop,nolug,dfiz,0.1007,0.2431,0.2000,0.5124,0.2635,0.1941
537,nostop,nolug,dfiz,0.0056,0.0000,0.0000,0.1711,0.0587,0.0078
538,nostop,nolug,dfiz,0.1269,0.0406,0.1000,0.9489,0.1111,0.0394
539,nostop,nolug,dfiz,0.0880,0.3289,0.2000,0.3960,0.2099,0.8138
540,nostop,nolug,dfiz,0.0266,0.0012,0.0000,0.4021,0.0723,0.0171
541,nostop,nolug,dfiz,0.0807,0.6170,0.5000,0.3476,0.1303,0.4275
542,nostop,nolug,dfiz,0.0719,0.2569,0.3000,0.3609,0.2294,0.1817
543,nostop,nolug,dfiz,0.0018,0.0000,0.0000,0.0821,0.0430,0.0054
544,nostop,nolug,dfiz,0.0452,0.5126,0.4000,0.2192,0.1123,0.8505
545,nostop,nolug,dfiz,0.0462,0.2126,0.2000,0.2905,0.1580,0.4034
546,nostop,nolug,dfiz,0.1884,0.2606,0.2000,0.6073,0.3222,0.3095
547,nostop,nolug,dfiz,0.0944,0.1784,0.2000,0.3645,0.2851,0.1074
548,nostop,nolug,dfiz,0.2262,0.1180,0.2000,1.0000,0.2000,0.0685
549,nostop,nolug,dfiz,0.2810,0.3823,0.3000,0.6261,0.2663,0.7890
550,nostop,nolug,dfiz,0.0498,0.3311,0.4000,0.2530,0.2129,0.2972
501,nostop,nolug,dfree,0.0994,0.5500,0.4000,0.3009,0.2220,0.8607
502,nostop,nolug,dfree,0.0580,0.2828,0.3000,0.3870,0.1897,0.2741
503,nostop,nolug,dfree,0.0490,0.1918,0.3000,0.3012,0.2020,0.2745
504,nostop,nolug,dfree,0.2755,0.5411,0.4000,0.6076,0.3378,0.5577
505,nostop,nolug,dfree,0.3590,0.5842,0.6000,0.6842,0.4660,0.3844
506,nostop,nolug,dfree,0.0462,0.0172,0.0000,0.5937,0.0909,0.0234
507,nostop,nolug,dfree,0.1554,0.2529,0.2000,0.5776,0.2906,0.2942
508,nostop,nolug,dfree,0.0439,0.0868,0.1000,0.3704,0.1932,0.0798
509,nostop,nolug,dfree,0.2026,0.8867,0.8000,0.4868,0.3546,0.8597
510,nostop,nolug,dfree,0.4022,0.5528,0.7000,0.7508,0.5056,0.2445
511,nostop,nolug,dfree,0.2559,0.8124,0.7000,0.6065,0.3806,0.5060
512,nostop,nolug,dfree,0.1266,0.2635,0.2000,0.5721,0.3180,0.4148
513,nostop,nolug,dfree,0.2910,0.8859,0.8000,0.5421,0.8105,0.4892
514,nostop,nolug,dfree,0.2799,0.6873,0.6000,0.6832,0.4005,0.5631
515,nostop,nolug,dfree,0.1767,0.3897,0.3000,0.6082,0.3056,0.8059
516,nostop,nolug,dfree,0.0878,0.0224,0.0000,0.5312,0.2106,0.0593
517,nostop,nolug,dfree,0.1081,0.6221,0.5000,0.3173,0.2158,0.8108
518,nostop,nolug,dfree,0.0555,0.0622,0.1000,0.3965,0.2029,0.1199
519,nostop,nolug,dfree,0.1845,0.6991,0.7000,0.5597,0.3494,0.4534
520,nostop,nolug,dfree,0.2160,0.5443,0.4000,0.4437,0.3523,0.4028
521,nostop,nolug,dfree,0.0151,0.1670,0.1000,0.1504,0.0837,0.1618
522,nostop,nolug,dfree,0.4096,0.3603,0.2000,0.7407,0.4139,0.3586
523,nostop,nolug,dfree,0.0365,0.1917,0.3000,0.2912,0.1926,0.2178
524,nostop,nolug,dfree,0.0672,0.2809,0.3000,0.3320,0.1740,0.3956
525,nostop,nolug,dfree,0.1377,0.3489,0.3000,0.5580,0.3486,0.4051
526,nostop,nolug,dfree,0.0870,0.0230,0.0000,0.5279,0.1812,0.0753
527,nostop,nolug,dfree,0.2220,0.7284,0.9000,0.5884,0.3739,0.4522
528,nostop,nolug,dfree,0.2875,0.3280,0.2000,0.6627,0.3297,0.8127
529,nostop,nolug,dfree,0.2206,0.3576,0.4000,0.6812,0.3958,0.1876
530,nostop,nolug,dfree,0.0942,0.8131,0.7000,0.2787,0.1773,0.5861
531,nostop,nolug,dfree,0.1415,0.3616,0.2000,0.4992,0.2277,0.3644
532,nostop,nolug,dfree,0.3175,0.6044,0.7000,0.7500,0.4644,0.8080
533,nostop,nolug,dfree,0.2358,0.8376,0.8000,0.5356,0.3570,0.8385
534,nostop,nolug,dfree,0.0161,0.0057,0.0000,0.2711,0.0976,0.0460
535,nostop,nolug,dfree,0.0044,0.0029,0.0000,0.1118,0.0867,0.0167
536,nostop,nolug,dfree,0.2587,0.4409,0.4000,0.6605,0.4055,0.3955
537,nostop,nolug,dfree,0.0627,0.1947,0.4000,0.3774,0.2834,0.1474
538,nostop,nolug,dfree,0.1714,0.0929,0.1000,0.9363,0.0769,0.0634
539,nostop,nolug,dfree,0.0830,0.2930,0.2000,0.4497,0.2231,0.4394
540,nostop,nolug,dfree,0.0699,0.1602,0.1000,0.4427,0.2150,0.1356
541,nostop,nolug,dfree,0.0971,0.5915,0.6000,0.3771,0.1593,0.3893
542,nostop,nolug,dfree,0.2635,0.7324,0.6000,0.5567,0.4049,0.4498
543,nostop,nolug,dfree,0.0047,0.0005,0.0000,0.1000,0.0000,0.0128
544,nostop,nolug,dfree,0.3939,0.8374,0.8000,0.6534,0.4716,0.4660
545,nostop,nolug,dfree,0.2819,0.5841,0.5000,0.6530,0.3507,0.8609
546,nostop,nolug,dfree,0.1790,0.2735,0.2000,0.6361,0.3701,0.4159
547,nostop,nolug,dfree,0.0924,0.1402,0.2000,0.3903,0.2855,0.0952
548,nostop,nolug,dfree,0.3333,0.1935,0.2000,1.0000,0.2000,0.1146
549,nostop,nolug,dfree,0.3038,0.6912,0.7000,0.6505,0.2578,0.8584
550,nostop,nolug,dfree,0.1417,0.5102,0.5000,0.4373,0.3242,0.8010
501,nostop,nolug,dirichletlm,0.1068,0.6065,0.5000,0.3554,0.2297,0.8613
502,nostop,nolug,dirichletlm,0.0660,0.2865,0.2000,0.3824,0.2212,0.4013
503,nostop,nolug,dirichletlm,0.0323,0.2000,0.1000,0.1179,0.0987,0.7514
504,nostop,nolug,dirichletlm,0.4266,0.6877,0.6000,0.7344,0.4963,0.5686
505,nostop,nolug,dirichletlm,0.2826,0.4644,0.4000,0.6559,0.3779,0.3906
506,nostop,nolug,dirichletlm,0.1041,0.0819,0.1000,0.6132,0.0042,0.0523
507,nostop,nolug,dirichletlm,0.0353,0.0296,0.0000,0.3972,0.1026,0.0424
508,nostop,nolug,dirichletlm,0.0371,0.1289,0.1000,0.3268,0.1295,0.1084
509,nostop,nolug,dirichletlm,0.1483,0.7788,0.7000,0.4568,0.3318,0.8199
510,nostop,nolug,dirichletlm,0.2133,0.4024,0.4000,0.6222,0.4176,0.1907
511,nostop,nolug,dirichletlm,0.1906,0.6596,0.7000,0.5395,0.3497,0.3924
512,nostop,nolug,dirichletlm,0.1532,0.3149,0.3000,0.5866,0.3289,0.4400
513,nostop,nolug,dirichletlm,0.1607,0.6081,0.6000,0.4431,0.2842,0.4268
514,nostop,nolug,dirichletlm,0.1797,0.5913,0.6000,0.5560,0.3165,0.4640
515,nostop,nolug,dirichletlm,0.1777,0.5353,0.4000,0.5909,0.3309,0.8605
516,nostop,nolug,dirichletlm,0.0252,0.0001,0.0000,0.3561,0.1042,0.0225
517,nostop,nolug,dirichletlm,0.0665,0.4478,0.3000,0.2021,0.1582,0.7957
518,nostop,nolug,dirichletlm,0.0459,0.0225,0.0000,0.3549,0.1877,0.0745
519,nostop,nolug,dirichletlm,0.1274,0.6679,0.6000,0.4453,0.2921,0.4524
520,nostop,nolug,dirichletlm,0.0978,0.2991,0.2000,0.2582,0.2119,0.3015
521,nostop,nolug,dirichletlm,0.0000,0.0000,0.0000,0.0082,0.0000,0.0006
522,nostop,nolug,dirichletlm,0.4098,0.3638,0.2000,0.7627,0.4862,0.3678
523,nostop,nolug,dirichletlm,0.0345,0.0853,0.1000,0.3113,0.1564,0.1614
524,nostop,nolug,dirichletlm,0.0510,0.1687,0.3000,0.3335,0.2371,0.1248
525,nostop,nolug,dirichletlm,0.1092,0.2349,0.2000,0.5005,0.2798,0.3940
526,nostop,nolug,dirichletlm,0.0680,0.0663,0.1000,0.4760,0.2118,0.1231
527,nostop,nolug,dirichletlm,0.1707,0.7227,0.6000,0.5429,0.3571,0.8630
528,nostop,nolug,dirichletlm,0.2666,0.2820,0.2000,0.7130,0.3643,0.7882
529,nostop,nolug,dirichletlm,0.2522,0.3925,0.4000,0.6986,0.4287,0.2844
530,nostop,nolug,dirichletlm,0.2137,0.9077,0.8000,0.4915,0.3783,0.5861
531,nostop,nolug,dirichletlm,0.0343,0.0289,0.0000,0.2623,0.1259,0.0505
532,nostop,nolug,dirichletlm,0.0888,0.2711,0.2000,0.4461,0.2404,0.7677
533,nostop,nolug,dirichletlm,0.1594,0.6884,0.6000,0.4903,0.3098,0.8342
534,nostop,nolug,dirichletlm,0.0108,0.0056,0.0000,0.2500,0.0440,0.0449
535,nostop,nolug,dirichletlm,0.0029,0.0137,0.0000,0.0859,0.0820,0.0209
536,nostop,nolug,dirichletlm,0.1490,0.3195,0.2000,0.5239,0.2666,0.3275
537,nostop,nolug,dirichletlm,0.0039,0.0000,0.0000,0.1522,0.0723,0.0064
538,nostop,nolug,dirichletlm,0.1465,0.0550,0.1000,0.9801,0.1250,0.0448
539,nostop,nolug,dirichletlm,0.0751,0.2950,0.2000,0.3913,0.2402,0.4391
540,nostop,nolug,dirichletlm,0.0171,0.0001,0.0000,0.3424,0.0638,0.0118
541,nostop,nolug,dirichletlm,0.1885,0.5901,0.6000,0.4688,0.2590,0.4070
542,nostop,nolug,dirichletlm,0.2989,0.7271,0.5000,0.5991,0.4073,0.4499
543,nostop,nolug,dirichletlm,0.0169,0.1280,0.1000,0.1280,0.1069,0.0884
544,nostop,nolug,dirichletlm,0.0937,0.5911,0.6000,0.3291,0.1692,0.4273
545,nostop,nolug,dirichletlm,0.0538,0.2427,0.2000,0.3232,0.1702,0.4146
546,nostop,nolug,dirichletlm,0.1668,0.2156,0.3000,0.6443,0.3145,0.2760
547,nostop,nolug,dirichletlm,0.1055,0.1645,0.2000,0.4839,0.2840,0.1075
548,nostop,nolug,dirichletlm,0.2917,0.1679,0.2000,1.0000,0.2000,0.0938
549,nostop,nolug,dirichletlm,0.3030,0.6082,0.6000,0.6218,0.2785,0.8238
550,nostop,nolug,dirichletlm,0.0830,0.3756,0.5000,0.3760,0.2103,0.2946
501,nostop,nolug,dlh,0.0298,0.3216,0.3000,0.1789,0.1507,0.4429
502,nostop,nolug,dlh,0.1066,0.3008,0.4000,0.4720,0.2592,0.1987
503,nostop,nolug,dlh,0.0086,0.0429,0.1000,0.1764,0.0954,0.1014
504,nostop,nolug,dlh,0.3068,0.6468,0.5000,0.5636,0.3659,0.5076
505,nostop,nolug,dlh,0.2967,0.6235,0.6000,0.5612,0.4188,0.3956
506,nostop,nolug,dlh,0.0232,0.0012,0.0000,0.4957,0.0435,0.0118
507,nostop,nolug,dlh,0.0605,0.2419,0.2000,0.3197,0.1840,0.1646
508,nostop,nolug,dlh,0.0169,0.0234,0.0000,0.2480,0.1088,0.0509
509,nostop,nolug,dlh,0.0960,0.5820,0.5000,0.3211,0.2045,0.8537
510,nostop,nolug,dlh,0.1915,0.5637,0.4000,0.4918,0.3251,0.4210
511,nostop,nolug,dlh,0.1709,0.7179,0.6000,0.5075,0.3599,0.8263
512,nostop,nolug,dlh,0.1488,0.3108,0.3000,0.5938,0.3517,0.4252
513,nostop,nolug,dlh,0.3134,0.8750,0.9000,0.5720,0.3781,0.4885
514,nostop,nolug,dlh,0.1216,0.2621,0.2000,0.5280,0.2745,0.1853
515,nostop,nolug,dlh,0.1010,0.1622,0.2000,0.5219,0.2107,0.2726
516,nostop,nolug,dlh,0.0442,0.0000,0.0000,0.4227,0.1531,0.0195
517,nostop,nolug,dlh,0.0684,0.2159,0.2000,0.3634,0.2107,0.1836
518,nostop,nolug,dlh,0.0215,0.0656,0.1000,0.2468,0.1260,0.1297
519,nostop,nolug,dlh,0.1467,0.5127,0.6000,0.4822,0.3361,0.7860
520,nostop,nolug,dlh,0.1074,0.2668,0.3000,0.4328,0.2930,0.1834
521,nostop,nolug,dlh,0.0051,0.1024,0.1000,0.0603,0.0311,0.0685
522,nostop,nolug,dlh,0.1931,0.1413,0.2000,0.7879,0.1883,0.0917
523,nostop,nolug,dlh,0.0522,0.2249,0.3000,0.3638,0.2025,0.1930
524,nostop,nolug,dlh,0.0257,0.1348,0.1000,0.2530,0.1383,0.2569
525,nostop,nolug,dlh,0.1532,0.4244,0.4000,0.5051,0.3719,0.3305
526,nostop,nolug,dlh,0.0647,0.0003,0.0000,0.4753,0.1711,0.0286
527,nostop,nolug,dlh,0.1210,0.5856,0.4000,0.3534,0.2740,0.4243
528,nostop,nolug,dlh,0.3468,0.3600,0.2000,0.6282,0.4002,0.8441
529,nostop,nolug,dlh,0.0496,0.0701,0.1000,0.3951,0.2227,0.0647
530,nostop,nolug,dlh,0.1489,0.8477,0.9000,0.3859,0.3235,0.8562
531,nostop,nolug,dlh,0.1042,0.3647,0.4000,0.3798,0.2770,0.1759
532,nostop,nolug,dlh,0.1817,0.3806,0.4000,0.6265,0.3503,0.3504
533,nostop,nolug,dlh,0.1412,0.7892,0.6000,0.3939,0.2786,0.5891
534,nostop,nolug,dlh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
535,nostop,nolug,dlh,0.0019,0.0000,0.0000,0.0711,0.0712,0.0057
536,nostop,nolug,dlh,0.2655,0.4841,0.4000,0.5991,0.4337,0.3735
537,nostop,nolug,dlh,0.0025,0.0000,0.0000,0.1256,0.0393,0.0079
538,nostop,nolug,dlh,0.5333,0.2003,0.1000,0.8385,0.4322,0.2563
539,nostop,nolug,dlh,0.1172,0.4079,0.3000,0.4165,0.2612,0.8168
540,nostop,nolug,dlh,0.0624,0.1600,0.1000,0.3929,0.2198,0.1340
541,nostop,nolug,dlh,0.1409,0.3482,0.5000,0.4255,0.2409,0.1568
542,nostop,nolug,dlh,0.1379,0.4718,0.5000,0.4454,0.3201,0.2508
543,nostop,nolug,dlh,0.0006,0.0000,0.0000,0.0411,0.0248,0.0031
544,nostop,nolug,dlh,0.4115,0.7155,0.6000,0.6770,0.4929,0.5747
545,nostop,nolug,dlh,0.3408,0.6957,0.6000,0.6649,0.4099,0.8618
546,nostop,nolug,dlh,0.1304,0.2593,0.3000,0.5816,0.3131,0.2231
547,nostop,nolug,dlh,0.0944,0.1218,0.3000,0.4279,0.2739,0.0865
548,nostop,nolug,dlh,0.1303,0.0581,0.1000,0.9064,0.1667,0.0467
549,nostop,nolug,dlh,0.1096,0.3962,0.5000,0.3834,0.1724,0.4198
550,nostop,nolug,dlh,0.1179,0.4074,0.4000,0.4251,0.3009,0.3082
501,nostop,nolug,dph,0.0757,0.5074,0.3000,0.2457,0.1689,0.8602
502,nostop,nolug,dph,0.1373,0.3406,0.3000,0.5153,0.2471,0.4063
503,nostop,nolug,dph,0.0361,0.1725,0.2000,0.2383,0.1734,0.1752
504,nostop,nolug,dph,0.3191,0.6497,0.6000,0.6168,0.3565,0.5037
505,nostop,nolug,dph,0.2447,0.5297,0.5000,0.5682,0.3570,0.3804
506,nostop,nolug,dph,0.1020,0.0819,0.1000,0.5800,0.0020,0.0511
507,nostop,nolug,dph,0.0706,0.1513,0.1000,0.4451,0.1934,0.1150
508,nostop,nolug,dph,0.0378,0.1161,0.1000,0.3603,0.1857,0.1079
509,nostop,nolug,dph,0.1854,0.8818,0.8000,0.4511,0.3287,0.8622
510,nostop,nolug,dph,0.4482,0.8860,0.8000,0.7175,0.5063,0.4592
511,nostop,nolug,dph,0.2575,0.7975,0.8000,0.6132,0.4058,0.8171
512,nostop,nolug,dph,0.2084,0.3626,0.3000,0.6093,0.3853,0.8157
