stop,stemmer,model,ap,rbp,p10,ndcg,twist,err,ssapw,ssrbpw,ssp10w,ssndcgw,sstwistw,sserrw
nostop,nolug,bb2,0.017304,0.035469999999999995,0.036,0.076914,0.038746,0.068166,40382.620171420785,40338.161406045,40336.864799999996,40236.8564881698,40330.14736262578,40258.225630177796
nostop,nolug,bm25,0.17952,0.31873000000000007,0.27599999999999986,0.5002040000000001,0.27153000000000005,0.36717999999999984,39986.78737152001,39649.19094064499,39752.608799999995,39212.0104020808,39763.43792704501,39532.150057620005
nostop,nolug,dfiz,0.09198399999999998,0.19857,0.18799999999999997,0.39539199999999997,0.17739000000000002,0.2149619999999999,40200.06225281281,39940.47500224501,39966.16719999999,39464.1063416832,39991.96786060499,39900.653533072196
nostop,nolug,dfree,0.21064199999999997,0.3549339999999999,0.33599999999999997,0.548612,0.299148,0.379562,39911.1456026082,39561.7106072178,39607.444800000005,39095.949356327204,39696.56187629519,39502.27646559219
nostop,nolug,dirichletlm,0.162,0.28097799999999995,0.27799999999999997,0.5033820000000001,0.258062,0.28653599999999996,40029.41219999999,39740.5513318242,39747.7642,39204.3837718962,39796.077899792195,39727.0919439648
nostop,nolug,dlh,0.16138000000000002,0.27622399999999997,0.2379999999999999,0.46636400000000017,0.24087799999999998,0.33055400000000007,40030.92117522,39752.0661849088,39844.732200000006,39293.282969024796,39837.7500105442,39620.605997345796
nostop,nolug,dph,0.20943599999999996,0.36296200000000006,0.32799999999999996,0.546568,0.2982479999999999,0.40711200000000014,39914.07497190481,39542.3301706722,39626.7792,39100.8452289312,39698.7399934752,39435.8626090272
nostop,nolug,hiemstralm,0.131682,0.25553,0.25199999999999995,0.4675260000000001,0.22638600000000003,0.29428400000000005,40103.2461074562,39802.216279044995,39810.775200000004,39290.49032803379,39872.91683104981,39708.334353632796
nostop,nolug,ifb2,0.005482000000000002,0.014197999999999997,0.013999999999999999,0.04632,0.01678,0.018662,40411.57060261619,40390.2249791602,40390.70979999999,40311.623277119994,40383.90307842001,40379.2955135122
nostop,nolug,inb2,0.1808000000000001,0.3331700000000001,0.2959999999999999,0.5003120000000001,0.26494599999999996,0.39407600000000004,39983.674432,39614.283612445,39704.18080000001,39211.7512048672,39779.3921191458,39467.27859468881
nostop,nolug,inl2,0.20264000000000007,0.35211800000000004,0.31799999999999984,0.5428299999999999,0.289666,0.41528200000000004,39930.58514848,39568.510254296205,39650.956200000015,39109.79972044499,39719.51361957781,39416.18205697619
nostop,nolug,inexpb2,0.20398,0.3544419999999998,0.3239999999999999,0.541636,0.2949400000000001,0.4173340000000001,39927.329392019994,39562.8985565682,39636.4488,39112.6602778248,39706.74648018001,39411.2400833778
nostop,nolug,jskls,0.21001799999999995,0.35678,0.33799999999999997,0.5503159999999998,0.302826,0.37971200000000005,39912.661278016196,39557.25359841999,39602.612199999996,39091.868184992796,39687.6614793138,39501.91466014719
nostop,nolug,lemurtfidf,0.20410599999999998,0.3410240000000001,0.3039999999999999,0.5384079999999999,0.29342,0.4160040000000001,39927.0232629618,39595.3060684288,39684.820799999994,39120.3945587232,39710.42576482,39414.4431664008
nostop,nolug,lgd,0.19835199999999995,0.3345659999999999,0.30599999999999994,0.532524,0.290498,0.36428599999999994,39941.00477579519,39610.9100204178,39679.98180000001,39134.495290528794,39717.4993544002,39539.13451448979
nostop,nolug,pl2,0.035758000000000005,0.093532,0.08000000000000002,0.133012,0.069136,0.11937800000000003,40337.45683172819,40196.284011751195,40229.32000000001,40100.005209607196,40255.85578932479,40133.236455344195
nostop,nolug,tfidf,0.20190000000000002,0.35579599999999983,0.3179999999999999,0.5354340000000001,0.28701000000000004,0.42556200000000005,39932.383180499986,39559.6293396808,39650.956200000015,39127.521178417795,39725.944237005,39391.428250792196
nostop,krovetz,bb2,0.016506,0.034075999999999995,0.025999999999999995,0.075802,0.03119,0.080014,40384.57392240179,40341.57185868879,40361.3338,40239.572397160184,40348.633140805,40229.2858120098
nostop,krovetz,bm25,0.19496400000000005,0.3230080000000001,0.27999999999999997,0.5295460000000002,0.271928,0.3815639999999999,39949.2387480648,39638.84710840319,39742.92,39141.63324830579,39762.47364185919,39497.4477543048
nostop,krovetz,dfiz,0.092688,0.19254599999999988,0.192,0.40385,0.18452,0.22529,40198.34395326719,39955.11599810581,39956.4432,39443.722241125,39974.62838152,39875.577279205
nostop,krovetz,dfree,0.22472400000000006,0.37455800000000006,0.34600000000000003,0.5728019999999999,0.321436,0.4129080000000001,39876.951243808806,39514.34758476819,39583.285800000005,39038.040206560196,39642.6478551048,39421.90005082319
nostop,krovetz,dirichletlm,0.16123000000000004,0.29739599999999994,0.286,0.5181460000000001,0.2636720000000001,0.27970200000000006,40031.28625564499,39700.802019040784,39728.38980000001,39168.966063865795,39782.47974617919,39743.641760440194
nostop,krovetz,dlh,0.171454,0.2811679999999999,0.24999999999999997,0.466186,0.24282399999999987,0.340358,40006.40752370581,39740.09117221119,39815.625,39293.710769329795,39833.0293747488,39596.9150784082
nostop,krovetz,dph,0.22485200000000002,0.3794839999999999,0.34600000000000003,0.5651120000000002,0.3164339999999999,0.42391599999999996,39876.6405210952,39502.4646053128,39583.285800000005,39056.443178627196,39654.7432238178,39395.3910387528
nostop,krovetz,hiemstralm,0.148532,0.2470079999999999,0.23599999999999993,0.48011,0.23742199999999997,0.2910940000000001,40062.1996877512,39822.881047603194,39849.584800000004,39260.255780604995,39846.13456030421,39716.05648584181
nostop,krovetz,ifb2,0.006936,0.017782,0.016,0.048476,0.019339999999999996,0.024714,40408.0092054048,40381.4499099762,40385.81280000001,40306.351296128814,40377.635701780004,40364.4812390898
nostop,krovetz,inb2,0.19656,0.347502,0.3019999999999999,0.5234479999999999,0.2769,0.41530599999999995,39945.35979168001,39579.6579820002,39689.66019999999,39156.25229043521,39750.428680499994,39416.124253681795
nostop,krovetz,inl2,0.23207,0.37399600000000016,0.3379999999999999,0.5734899999999999,0.32104,0.42342199999999997,39859.121324244996,39515.703450400804,39602.612199999996,39036.394039005,39643.605334080006,39396.5804095042
nostop,krovetz,inexpb2,0.22717399999999993,0.356932,0.32599999999999996,0.5692639999999999,0.30976400000000004,0.4135079999999999,39871.0041013138,39556.886622631195,39631.61379999999,39046.5062750848,39670.8758867848,39420.454843303196
nostop,krovetz,jskls,0.22862200000000002,0.382104,0.354,0.5742839999999998,0.3069239999999999,0.4206480000000001,39867.4895009442,39496.145373340805,39563.965800000005,39034.4943056328,39677.74631708879,39403.2596369952
nostop,krovetz,lemurtfidf,0.21482799999999996,0.350252,0.3139999999999999,0.5603019999999997,0.2977119999999999,0.422586,39900.97895347921,39573.016423175206,39660.6298,39067.957016560205,39700.0372217472,39398.59324636979
nostop,krovetz,lgd,0.21387399999999995,0.361404,0.316,0.553272,0.295268,0.38146800000000014,39903.2958043938,39546.0908425608,39655.792799999996,39084.7890952992,39705.952559591205,39497.67929175121
nostop,krovetz,pl2,0.03942,0.09763199999999998,0.076,0.13934000000000002,0.067362,0.137976,40328.49869682,40186.278200371205,40239.088800000005,40084.58778178001,40260.18998195219,40087.91066882879
nostop,krovetz,tfidf,0.22264199999999995,0.37398600000000004,0.3339999999999999,0.5599840000000001,0.30610000000000004,0.42689399999999994,39882.005573008195,39515.7275764098,39612.277799999996,39068.7183040128,39679.7398605,39388.221624361795
nostop,lovins,bb2,0.015085999999999999,0.029672000000000004,0.026000000000000002,0.06922800000000001,0.029268000000000006,0.06702799999999999,40388.05067936981,40352.3476213792,40361.3338,40255.63102579919,40353.336230791196,40261.0060376392
nostop,lovins,bm25,0.18770199999999998,0.3193900000000001,0.284,0.513922,0.27493,0.3815860000000001,39966.89170204019,39647.594998605004,39733.232800000005,39179.09689110419,39755.200825245,39497.39469376979
nostop,lovins,dfiz,0.08687800000000001,0.18646199999999993,0.17800000000000002,0.38231200000000015,0.16918,0.20934999999999995,40212.52628934419,39969.9065038722,39990.48419999999,39495.6437232672,40011.940093619996,39914.283871125
nostop,lovins,dfree,0.222982,0.37483799999999995,0.36,0.56714,0.304986,0.39745600000000003,39881.1801486162,39513.67207631221,39549.48,39051.58938897999,39682.435123009804,39459.1313635968
nostop,lovins,dirichletlm,0.15219400000000002,0.28816600000000003,0.28400000000000003,0.504038,0.25038,0.280092,40053.2828506818,39723.14528217781,39733.232800000005,39202.8096152722,39814.703507219994,39742.697176423186
nostop,lovins,dlh,0.15178,0.26245999999999997,0.23199999999999998,0.448482,0.21712199999999998,0.30567599999999984,40054.290858420005,39785.41726258,39859.29120000001,39336.27590521621,39895.40819814419,39680.76569084881
nostop,lovins,dph,0.22402400000000003,0.38477599999999995,0.3619999999999999,0.5599419999999999,0.29622399999999993,0.42040600000000006,39878.6505376288,39489.70142850879,39544.6522,39068.818852168195,39703.6386329088,39403.842360241804
nostop,lovins,hiemstralm,0.14541600000000005,0.252912,0.23199999999999998,0.46679800000000005,0.23757200000000003,0.29107400000000005,40069.7880906528,39808.56382398719,39859.29120000001,39292.2399186402,39845.7706227592,39716.1049036738
nostop,lovins,ifb2,0.006718000000000001,0.021732,0.018,0.04328599999999999,0.017490000000000002,0.028312,40408.543156576205,40371.780213991195,40380.916199999985,40319.0429838898,40382.164795004996,40355.675678467196
nostop,lovins,inb2,0.18875399999999995,0.34274199999999994,0.31199999999999994,0.515832,0.28634,0.3909539999999999,39964.3341036258,39591.155703928205,39665.46719999999,39174.515732611195,39727.56652978,39474.804951505794
nostop,lovins,inl2,0.2277059999999999,0.3593980000000001,0.33599999999999997,0.570836,0.30310600000000004,0.441006,39869.7128011218,39550.9332461202,39607.444800000005,39042.7444869448,39686.9839623618,39354.25961460179
nostop,lovins,inexpb2,0.22416000000000003,0.34372399999999986,0.31799999999999995,0.5631759999999999,0.3068620000000001,0.4089199999999999,39878.32038528,39588.78350940879,39650.956200000015,39061.0771603488,39677.896314352205,39431.50677831999
nostop,lovins,jskls,0.22750000000000004,0.37973799999999996,0.3580000000000001,0.567852,0.3084279999999999,0.4027780000000001,39870.21281249999,39501.85194743219,39554.30820000001,39049.8853946952,39674.1077915592,39446.3054058642
nostop,lovins,lemurtfidf,0.21590399999999996,0.349708,0.3059999999999999,0.5572339999999999,0.300432,0.42653399999999997,39898.3659268608,39574.3301842632,39679.98180000001,39075.30218653778,39693.454569331196,39389.08826265781
nostop,lovins,lgd,0.20892799999999997,0.356586,0.30999999999999994,0.5483000000000001,0.30823800000000007,0.37891400000000003,39915.30894545921,39557.7219787698,39670.305,39096.6966445,39674.567433232194,39503.839490969796
nostop,lovins,pl2,0.038532,0.09372399999999999,0.07600000000000001,0.13325399999999998,0.06736199999999999,0.135692,40330.6708357512,40195.81540940879,40239.088800000005,40099.415531425795,40260.18998195219,40093.47521594321
nostop,lovins,tfidf,0.21895399999999998,0.364094,0.32799999999999996,0.556542,0.2951539999999999,0.4202919999999999,39890.9597427058,39539.597922041794,39626.7792,39076.9590498882,39706.2284941858,39404.1168682632
nostop,porter,bb2,0.015704,0.030482,0.027999999999999997,0.07388199999999999,0.029688000000000003,0.066966,40386.5375307808,40350.36555761621,40356.4392,40244.2620274962,40352.308468867195,40261.157522257796
nostop,porter,bm25,0.19984600000000005,0.3387160000000001,0.292,0.534006,0.279386,0.40124800000000027,39937.3742211858,39600.882226432805,39713.8632,39130.9434204018,39744.407126849794,39449.99239787519
