topic,stop,stemmer,model,ap,rbp,p10,ndcg,twist,err
762,nostop,nolug,bm25,0.0057,0.1286,0.1000,0.0876,0.0422,0.2581
763,nostop,nolug,bm25,0.0820,0.7000,0.5000,0.3024,0.1717,0.8630
764,nostop,nolug,bm25,0.1936,0.5757,0.6000,0.4964,0.2270,0.8000
765,nostop,nolug,bm25,0.4153,0.7000,0.8000,0.7909,0.5347,0.5668
766,nostop,nolug,bm25,0.5128,0.9963,1.0000,0.7385,0.5161,0.5888
767,nostop,nolug,bm25,0.2692,0.1340,0.2000,0.5798,0.2894,0.0908
768,nostop,nolug,bm25,0.0750,0.4340,0.4000,0.2990,0.2271,0.3519
769,nostop,nolug,bm25,0.0165,0.1600,0.1000,0.1605,0.0959,0.3789
770,nostop,nolug,bm25,0.3795,0.8950,0.9000,0.6409,0.3378,0.5891
771,nostop,nolug,bm25,0.2787,0.8575,0.8000,0.4886,0.3392,0.5890
772,nostop,nolug,bm25,0.4471,0.8200,0.9000,0.7442,0.5227,0.8064
773,nostop,nolug,bm25,0.4111,0.9779,1.0000,0.7370,0.4121,0.4619
774,nostop,nolug,bm25,0.1169,0.3605,0.5000,0.3973,0.1938,0.1566
775,nostop,nolug,bm25,0.0671,0.2755,0.4000,0.3344,0.1313,0.2191
776,nostop,nolug,bm25,0.3465,0.8997,0.8000,0.7170,0.4602,0.8630
777,nostop,nolug,bm25,0.2585,0.3357,0.4000,0.6193,0.4078,0.3998
778,nostop,nolug,bm25,0.1135,0.5076,0.5000,0.3014,0.2879,0.8210
779,nostop,nolug,bm25,0.1900,0.8532,0.7000,0.4494,0.2716,0.8384
780,nostop,nolug,bm25,0.0532,0.7845,0.7000,0.1767,0.0973,0.4717
781,nostop,nolug,bm25,0.3830,0.9925,1.0000,0.6082,0.3285,0.4876
782,nostop,nolug,bm25,0.6901,0.9648,1.0000,0.8320,0.5834,0.4616
783,nostop,nolug,bm25,0.1311,0.5539,0.5000,0.5853,0.2904,0.8604
784,nostop,nolug,bm25,0.4261,0.2757,0.3000,0.9512,0.5349,0.7788
785,nostop,nolug,bm25,0.1638,0.7159,0.8000,0.4350,0.2410,0.8214
786,nostop,nolug,bm25,0.3236,0.4284,0.2000,0.6141,0.3400,0.5443
787,nostop,nolug,bm25,0.2551,0.9963,1.0000,0.4631,0.2849,0.5757
788,nostop,nolug,bm25,0.2913,0.7014,0.8000,0.6393,0.4023,0.4517
789,nostop,nolug,bm25,0.2671,0.6264,0.6000,0.6510,0.4269,0.2754
790,nostop,nolug,bm25,0.3983,0.6561,0.5000,0.7306,0.4605,0.4311
791,nostop,nolug,bm25,0.2695,0.5599,0.6000,0.5907,0.4459,0.7910
792,nostop,nolug,bm25,0.1432,0.5161,0.4000,0.4252,0.2473,0.8520
793,nostop,nolug,bm25,0.0762,0.3589,0.4000,0.2875,0.1900,0.7876
794,nostop,nolug,bm25,0.0388,0.2343,0.2000,0.2619,0.2045,0.1606
795,nostop,nolug,bm25,0.0068,0.0002,0.0000,0.0847,0.0115,0.0278
796,nostop,nolug,bm25,0.4479,0.9662,0.9000,0.7199,0.5127,0.4634
797,nostop,nolug,bm25,0.5303,0.7926,0.8000,0.7931,0.5680,0.4128
798,nostop,nolug,bm25,0.1039,0.1644,0.2000,0.4527,0.3059,0.1195
799,nostop,nolug,bm25,0.0243,0.2118,0.2000,0.1294,0.1180,0.2737
800,nostop,nolug,bm25,0.1890,0.1400,0.1000,0.5064,0.2722,0.0991
751,nostop,nolug,dfiz,0.0014,0.0000,0.0000,0.0838,0.0419,0.0116
752,nostop,nolug,dfiz,0.0175,0.4001,0.3000,0.1065,0.0607,0.7807
753,nostop,nolug,dfiz,0.3773,0.8860,0.9000,0.6763,0.4771,0.8206
754,nostop,nolug,dfiz,0.1230,0.3446,0.5000,0.3558,0.2325,0.1527
755,nostop,nolug,dfiz,0.2625,0.7831,0.7000,0.5937,0.3912,0.8630
756,nostop,nolug,dfiz,0.0503,0.7795,0.7000,0.2121,0.1346,0.4619
757,nostop,nolug,dfiz,0.1194,0.2876,0.3000,0.3644,0.2214,0.2036
758,nostop,nolug,dfiz,0.4616,1.0000,1.0000,0.7599,0.5312,0.8630
759,nostop,nolug,dfiz,0.0477,0.3064,0.3000,0.3165,0.1962,0.7743
760,nostop,nolug,dfiz,0.1364,0.6411,0.6000,0.4791,0.3143,0.4296
761,nostop,nolug,dfiz,0.0731,0.7698,0.7000,0.2587,0.1633,0.4467
762,nostop,nolug,dfiz,0.0007,0.0000,0.0000,0.0404,0.0015,0.0090
763,nostop,nolug,dfiz,0.0093,0.1280,0.1000,0.1231,0.0545,0.2532
764,nostop,nolug,dfiz,0.0855,0.2766,0.2000,0.3138,0.1670,0.7718
765,nostop,nolug,dfiz,0.3845,0.9065,0.9000,0.6964,0.4775,0.8630
766,nostop,nolug,dfiz,0.5539,0.9999,1.0000,0.7716,0.5757,0.8625
767,nostop,nolug,dfiz,0.0804,0.6588,0.7000,0.2655,0.1883,0.2774
768,nostop,nolug,dfiz,0.0028,0.0002,0.0000,0.0810,0.0226,0.0266
769,nostop,nolug,dfiz,0.0100,0.0045,0.0000,0.2144,0.1082,0.0434
770,nostop,nolug,dfiz,0.0456,0.2731,0.2000,0.2126,0.1366,0.1974
771,nostop,nolug,dfiz,0.2257,0.5284,0.7000,0.4518,0.3557,0.4190
772,nostop,nolug,dfiz,0.1650,0.8388,0.8000,0.4768,0.3265,0.5870
773,nostop,nolug,dfiz,0.2032,0.3775,0.3000,0.6343,0.3397,0.3377
774,nostop,nolug,dfiz,0.1856,0.9818,1.0000,0.3668,0.2570,0.4630
775,nostop,nolug,dfiz,0.0018,0.0110,0.0000,0.0465,-0.0109,0.0326
776,nostop,nolug,dfiz,0.0476,0.1109,0.1000,0.2913,0.2138,0.0896
777,nostop,nolug,dfiz,0.1599,0.8251,0.9000,0.4788,0.3465,0.5860
778,nostop,nolug,dfiz,0.0912,0.4960,0.4000,0.2493,0.2136,0.8560
779,nostop,nolug,dfiz,0.0791,0.8326,0.7000,0.2467,0.1780,0.5724
780,nostop,nolug,dfiz,0.0085,0.2289,0.2000,0.0549,0.0231,0.1755
781,nostop,nolug,dfiz,0.0230,0.1333,0.2000,0.1466,0.0823,0.1302
782,nostop,nolug,dfiz,0.0728,0.0531,0.1000,0.3704,0.1332,0.1034
783,nostop,nolug,dfiz,0.0158,0.1652,0.1000,0.1642,0.1020,0.1454
784,nostop,nolug,dfiz,0.5631,0.3658,0.3000,0.9636,0.5551,0.7874
785,nostop,nolug,dfiz,0.5008,0.7126,0.6000,0.7921,0.5540,0.8539
786,nostop,nolug,dfiz,0.2172,0.5970,0.5000,0.5360,0.4045,0.4255
787,nostop,nolug,dfiz,0.0914,0.7848,0.8000,0.2491,0.1619,0.4812
788,nostop,nolug,dfiz,0.0394,0.3008,0.3000,0.1983,0.1109,0.7719
789,nostop,nolug,dfiz,0.2863,0.3292,0.3000,0.6891,0.4172,0.1735
790,nostop,nolug,dfiz,0.2381,0.4242,0.5000,0.5771,0.3779,0.2195
791,nostop,nolug,dfiz,0.1106,0.5179,0.5000,0.4246,0.2936,0.8195
792,nostop,nolug,dfiz,0.0661,0.4904,0.4000,0.3192,0.2523,0.7988
793,nostop,nolug,dfiz,0.1196,0.4572,0.4000,0.4213,0.2015,0.4335
794,nostop,nolug,dfiz,0.0046,0.0658,0.1000,0.0886,0.0433,0.0557
795,nostop,nolug,dfiz,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
796,nostop,nolug,dfiz,0.2097,0.6904,0.6000,0.5620,0.3770,0.4309
797,nostop,nolug,dfiz,0.4856,0.9641,1.0000,0.7343,0.5410,0.4619
798,nostop,nolug,dfiz,0.1388,0.2281,0.4000,0.5102,0.3439,0.1203
799,nostop,nolug,dfiz,0.0938,0.2035,0.2000,0.3890,0.2841,0.1330
800,nostop,nolug,dfiz,0.1380,0.6073,0.5000,0.4786,0.3141,0.4271
751,nostop,nolug,dfree,0.2198,0.1522,0.2000,0.5992,0.4143,0.1345
752,nostop,nolug,dfree,0.2194,0.9662,0.9000,0.4742,0.2496,0.8626
753,nostop,nolug,dfree,0.2332,0.3278,0.4000,0.7181,0.3759,0.2359
754,nostop,nolug,dfree,0.0830,0.4942,0.5000,0.3023,0.1892,0.3701
755,nostop,nolug,dfree,0.6081,0.9172,0.9000,0.8438,0.5992,0.8630
756,nostop,nolug,dfree,0.3235,0.6325,0.7000,0.6041,0.3240,0.3541
757,nostop,nolug,dfree,0.1423,0.5093,0.4000,0.3800,0.2452,0.3693
758,nostop,nolug,dfree,0.6928,1.0000,1.0000,0.9157,0.5671,0.8600
759,nostop,nolug,dfree,0.1101,0.6578,0.5000,0.4031,0.2644,0.8547
760,nostop,nolug,dfree,0.0957,0.2502,0.3000,0.4635,0.2794,0.1710
761,nostop,nolug,dfree,0.3458,0.9527,0.9000,0.6529,0.4771,0.4658
762,nostop,nolug,dfree,0.0095,0.1672,0.2000,0.1315,0.1164,0.2739
763,nostop,nolug,dfree,0.0545,0.5671,0.6000,0.2509,0.1411,0.4521
764,nostop,nolug,dfree,0.1828,0.6030,0.7000,0.4831,0.2313,0.8087
765,nostop,nolug,dfree,0.4435,0.7238,0.8000,0.8011,0.5480,0.8543
766,nostop,nolug,dfree,0.6188,1.0000,1.0000,0.8088,0.6066,0.5891
767,nostop,nolug,dfree,0.2539,0.6770,0.7000,0.5398,0.2871,0.2788
768,nostop,nolug,dfree,0.1476,0.7392,0.6000,0.3688,0.2881,0.8621
769,nostop,nolug,dfree,0.0349,0.1600,0.1000,0.3274,0.1294,0.3785
770,nostop,nolug,dfree,0.3224,0.9343,0.9000,0.5576,0.3001,0.5891
771,nostop,nolug,dfree,0.2988,0.7337,0.7000,0.4739,0.3875,0.5752
772,nostop,nolug,dfree,0.5347,0.8987,0.9000,0.7772,0.5721,0.8630
773,nostop,nolug,dfree,0.4621,0.8859,0.8000,0.7894,0.5319,0.4570
774,nostop,nolug,dfree,0.2529,0.5719,0.7000,0.5330,0.2941,0.2093
775,nostop,nolug,dfree,0.0181,0.2464,0.2000,0.1618,0.0648,0.2926
776,nostop,nolug,dfree,0.2924,0.7591,0.7000,0.6184,0.4188,0.8351
777,nostop,nolug,dfree,0.2802,0.6722,0.7000,0.6172,0.4409,0.4277
778,nostop,nolug,dfree,0.1167,0.5392,0.5000,0.3403,0.2366,0.8254
779,nostop,nolug,dfree,0.2549,0.9329,0.9000,0.4883,0.3103,0.8359
780,nostop,nolug,dfree,0.0438,0.3961,0.4000,0.1519,0.0827,0.3386
781,nostop,nolug,dfree,0.2472,0.9786,1.0000,0.4877,0.2797,0.4768
782,nostop,nolug,dfree,0.5914,0.9957,1.0000,0.7835,0.5193,0.4621
783,nostop,nolug,dfree,0.1092,0.6020,0.4000,0.4501,0.2414,0.5873
784,nostop,nolug,dfree,0.4853,0.3061,0.3000,0.9708,0.5075,0.7772
785,nostop,nolug,dfree,0.6030,0.7430,0.7000,0.8626,0.5626,0.8131
786,nostop,nolug,dfree,0.3851,0.8757,0.8000,0.7253,0.4788,0.4833
787,nostop,nolug,dfree,0.3108,0.9823,1.0000,0.4915,0.2763,0.5132
788,nostop,nolug,dfree,0.2612,0.7005,0.8000,0.5461,0.3768,0.8087
789,nostop,nolug,dfree,0.2364,0.5189,0.6000,0.6494,0.3880,0.3604
790,nostop,nolug,dfree,0.4166,0.7675,0.6000,0.7412,0.4927,0.4454
791,nostop,nolug,dfree,0.3080,0.7080,0.7000,0.6491,0.4622,0.8226
792,nostop,nolug,dfree,0.1569,0.5458,0.5000,0.4733,0.2498,0.8523
793,nostop,nolug,dfree,0.1942,0.5807,0.5000,0.4751,0.2600,0.4521
794,nostop,nolug,dfree,0.0410,0.2567,0.2000,0.2281,0.2102,0.2072
795,nostop,nolug,dfree,0.0039,0.0000,0.0000,0.0773,0.0000,0.0135
796,nostop,nolug,dfree,0.4697,0.9140,0.9000,0.7573,0.5014,0.5074
797,nostop,nolug,dfree,0.6011,0.8628,0.9000,0.8410,0.6029,0.4391
798,nostop,nolug,dfree,0.1946,0.2074,0.4000,0.5705,0.3594,0.1320
799,nostop,nolug,dfree,0.0312,0.1478,0.2000,0.1740,0.1404,0.1778
800,nostop,nolug,dfree,0.2044,0.0503,0.0000,0.5838,0.3745,0.0625
751,nostop,nolug,dirichletlm,0.0100,0.0045,0.0000,0.1776,0.1029,0.0280
752,nostop,nolug,dirichletlm,0.2187,0.9756,1.0000,0.5050,0.2497,0.8377
753,nostop,nolug,dirichletlm,0.3600,0.5975,0.5000,0.7257,0.4600,0.8050
754,nostop,nolug,dirichletlm,0.0847,0.7611,0.7000,0.2925,0.1844,0.4512
755,nostop,nolug,dirichletlm,0.5477,0.8995,0.9000,0.7873,0.5317,0.5877
756,nostop,nolug,dirichletlm,0.0465,0.3217,0.3000,0.2398,0.1491,0.7715
757,nostop,nolug,dirichletlm,0.0539,0.1335,0.1000,0.2775,0.1404,0.1151
758,nostop,nolug,dirichletlm,0.5671,1.0000,1.0000,0.8214,0.5910,0.8630
759,nostop,nolug,dirichletlm,0.0778,0.5553,0.4000,0.3387,0.2220,0.8313
760,nostop,nolug,dirichletlm,0.0793,0.3231,0.3000,0.4064,0.2412,0.3153
761,nostop,nolug,dirichletlm,0.1111,0.6470,0.5000,0.3950,0.1884,0.4766
762,nostop,nolug,dirichletlm,0.0053,0.1069,0.1000,0.0842,0.0340,0.1985
763,nostop,nolug,dirichletlm,0.0137,0.1375,0.2000,0.1297,0.0786,0.1789
764,nostop,nolug,dirichletlm,0.0637,0.2038,0.3000,0.2903,0.1392,0.2143
765,nostop,nolug,dirichletlm,0.3950,0.7246,0.7000,0.7444,0.5004,0.8583
766,nostop,nolug,dirichletlm,0.6206,1.0000,1.0000,0.8159,0.5801,0.8599
767,nostop,nolug,dirichletlm,0.2256,0.7737,0.9000,0.4948,0.2783,0.2824
768,nostop,nolug,dirichletlm,0.0609,0.5744,0.4000,0.2290,0.1233,0.8581
769,nostop,nolug,dirichletlm,0.0323,0.1024,0.1000,0.3314,0.1328,0.1917
770,nostop,nolug,dirichletlm,0.2404,0.5233,0.5000,0.5018,0.2637,0.7883
771,nostop,nolug,dirichletlm,0.2676,0.4692,0.5000,0.4781,0.3501,0.2617
772,nostop,nolug,dirichletlm,0.2846,0.9451,0.9000,0.6072,0.4381,0.8626
773,nostop,nolug,dirichletlm,0.3162,0.6194,0.5000,0.7155,0.4418,0.4157
774,nostop,nolug,dirichletlm,0.2424,0.7170,0.8000,0.5066,0.2857,0.3427
775,nostop,nolug,dirichletlm,0.0019,0.0000,0.0000,0.0489,-0.0058,0.0184
776,nostop,nolug,dirichletlm,0.1016,0.3701,0.3000,0.3626,0.2599,0.2845
777,nostop,nolug,dirichletlm,0.2142,0.6659,0.5000,0.5113,0.3942,0.5049
778,nostop,nolug,dirichletlm,0.0857,0.4593,0.3000,0.2064,0.1758,0.8536
779,nostop,nolug,dirichletlm,0.3443,0.9649,1.0000,0.6992,0.4626,0.8569
780,nostop,nolug,dirichletlm,0.0131,0.2607,0.3000,0.0772,0.0356,0.2948
781,nostop,nolug,dirichletlm,0.3871,0.9326,0.9000,0.6082,0.3297,0.8297
782,nostop,nolug,dirichletlm,0.5726,0.7920,0.9000,0.7921,0.5448,0.2828
783,nostop,nolug,dirichletlm,0.0284,0.2497,0.1000,0.2062,0.1519,0.3155
784,nostop,nolug,dirichletlm,0.3101,0.2357,0.2000,0.9158,0.4304,0.3983
785,nostop,nolug,dirichletlm,0.5187,0.8799,0.8000,0.8256,0.4965,0.8244
786,nostop,nolug,dirichletlm,0.1372,0.5966,0.6000,0.4197,0.2128,0.4044
787,nostop,nolug,dirichletlm,0.3757,0.9419,0.9000,0.5552,0.3331,0.5160
788,nostop,nolug,dirichletlm,0.0570,0.6005,0.4000,0.2121,0.1088,0.8150
789,nostop,nolug,dirichletlm,0.2584,0.2479,0.2000,0.6501,0.4366,0.1842
790,nostop,nolug,dirichletlm,0.2099,0.5430,0.5000,0.5597,0.3664,0.3842
791,nostop,nolug,dirichletlm,0.2586,0.7123,0.7000,0.6716,0.3986,0.8126
792,nostop,nolug,dirichletlm,0.0442,0.3611,0.5000,0.2430,0.1200,0.1779
793,nostop,nolug,dirichletlm,0.1725,0.4079,0.4000,0.4568,0.2643,0.2994
794,nostop,nolug,dirichletlm,0.0130,0.1306,0.1000,0.1393,0.0718,0.2566
795,nostop,nolug,dirichletlm,0.0094,0.0000,0.0000,0.1665,0.0760,0.0115
796,nostop,nolug,dirichletlm,0.3363,0.7565,0.8000,0.6678,0.4483,0.4239
797,nostop,nolug,dirichletlm,0.4981,0.9804,1.0000,0.7686,0.5110,0.5081
798,nostop,nolug,dirichletlm,0.1639,0.2267,0.2000,0.5490,0.3607,0.1295
799,nostop,nolug,dirichletlm,0.0423,0.2112,0.1000,0.1790,0.1432,0.2887
800,nostop,nolug,dirichletlm,0.0986,0.0090,0.0000,0.4432,0.2591,0.0347
751,nostop,nolug,dlh,0.2308,0.1432,0.3000,0.6347,0.3877,0.1106
752,nostop,nolug,dlh,0.2595,0.9512,0.9000,0.5258,0.2866,0.4698
753,nostop,nolug,dlh,0.0712,0.1063,0.1000,0.5169,0.1732,0.0869
754,nostop,nolug,dlh,0.0312,0.2412,0.3000,0.1824,0.1183,0.1366
755,nostop,nolug,dlh,0.5095,0.8924,0.8000,0.7665,0.4675,0.8391
756,nostop,nolug,dlh,0.0650,0.2766,0.4000,0.2945,0.1562,0.1570
757,nostop,nolug,dlh,0.1807,0.6230,0.5000,0.4157,0.2681,0.3954
758,nostop,nolug,dlh,0.5491,0.4552,0.4000,0.8281,0.5972,0.2497
759,nostop,nolug,dlh,0.0930,0.5643,0.5000,0.3653,0.2654,0.8326
760,nostop,nolug,dlh,0.1026,0.3307,0.3000,0.4660,0.3000,0.7857
761,nostop,nolug,dlh,0.3028,0.8717,0.8000,0.5857,0.3099,0.4552
762,nostop,nolug,dlh,0.0029,0.0819,0.1000,0.0755,0.0174,0.1515
763,nostop,nolug,dlh,0.0369,0.6966,0.5000,0.1454,0.0873,0.8630
764,nostop,nolug,dlh,0.0914,0.4906,0.6000,0.3509,0.1813,0.3083
765,nostop,nolug,dlh,0.3980,0.5548,0.7000,0.7927,0.5308,0.3012
766,nostop,nolug,dlh,0.6177,0.9998,1.0000,0.8037,0.5977,0.5891
767,nostop,nolug,dlh,0.0891,0.4982,0.4000,0.2932,0.2093,0.3623
768,nostop,nolug,dlh,0.0325,0.3536,0.3000,0.2045,0.0912,0.4456
769,nostop,nolug,dlh,0.0185,0.1280,0.1000,0.2068,0.1240,0.2534
770,nostop,nolug,dlh,0.0230,0.3600,0.2000,0.1812,0.0886,0.7846
771,nostop,nolug,dlh,0.2958,0.8048,0.7000,0.5097,0.3631,0.5866
772,nostop,nolug,dlh,0.3155,0.4365,0.4000,0.6043,0.4325,0.3633
773,nostop,nolug,dlh,0.2844,0.5035,0.5000,0.6897,0.4117,0.2553
774,nostop,nolug,dlh,0.0771,0.3816,0.4000,0.3232,0.1804,0.2277
775,nostop,nolug,dlh,0.0677,0.2448,0.3000,0.3301,0.1406,0.1642
776,nostop,nolug,dlh,0.2684,0.9327,0.9000,0.6067,0.3821,0.8630
777,nostop,nolug,dlh,0.1366,0.1300,0.2000,0.4739,0.3439,0.1220
778,nostop,nolug,dlh,0.0599,0.2870,0.3000,0.2495,0.1726,0.7799
779,nostop,nolug,dlh,0.2279,0.9397,0.9000,0.4413,0.2992,0.8361
780,nostop,nolug,dlh,0.0869,0.6661,0.5000,0.2627,0.1284,0.4429
781,nostop,nolug,dlh,0.2634,0.9362,0.9000,0.4934,0.2951,0.8620
782,nostop,nolug,dlh,0.5608,0.5908,0.7000,0.7624,0.4161,0.3651
783,nostop,nolug,dlh,0.1001,0.4918,0.5000,0.4590,0.2329,0.4251
784,nostop,nolug,dlh,0.4464,0.2701,0.2000,0.9608,0.4670,0.7776
785,nostop,nolug,dlh,0.2821,0.7940,0.8000,0.5629,0.3134,0.8079
786,nostop,nolug,dlh,0.3855,0.3416,0.3000,0.6936,0.3410,0.3348
787,nostop,nolug,dlh,0.2465,0.9969,1.0000,0.4666,0.2667,0.5870
788,nostop,nolug,dlh,0.2559,0.5556,0.6000,0.6117,0.4294,0.2755
789,nostop,nolug,dlh,0.1433,0.2392,0.1000,0.4900,0.3499,0.2935
790,nostop,nolug,dlh,0.2197,0.6266,0.6000,0.6252,0.3869,0.4291
791,nostop,nolug,dlh,0.3482,0.5662,0.6000,0.7019,0.4376,0.7899
792,nostop,nolug,dlh,0.0522,0.4827,0.4000,0.3096,0.1386,0.8508
793,nostop,nolug,dlh,0.1391,0.4575,0.4000,0.4329,0.2174,0.8036
794,nostop,nolug,dlh,0.0288,0.2095,0.2000,0.2231,0.1742,0.1691
795,nostop,nolug,dlh,0.0039,0.0000,0.0000,0.0748,0.0053,0.0221
796,nostop,nolug,dlh,0.4445,0.9224,0.8000,0.7358,0.4857,0.4628
797,nostop,nolug,dlh,0.5740,0.9335,0.9000,0.8112,0.5874,0.4602
798,nostop,nolug,dlh,0.1233,0.2299,0.2000,0.4931,0.2709,0.1546
799,nostop,nolug,dlh,0.0010,0.0000,0.0000,0.0524,0.0079,0.0093
800,nostop,nolug,dlh,0.1116,0.0094,0.0000,0.4628,0.3001,0.0407
751,nostop,nolug,dph,0.1838,0.2376,0.4000,0.5805,0.3548,0.1518
752,nostop,nolug,dph,0.2598,0.9687,1.0000,0.5459,0.2696,0.8629
753,nostop,nolug,dph,0.2039,0.2354,0.3000,0.6999,0.3674,0.1683
754,nostop,nolug,dph,0.1027,0.6390,0.5000,0.3320,0.1989,0.4325
755,nostop,nolug,dph,0.5646,0.9232,0.9000,0.7870,0.4709,0.8630
756,nostop,nolug,dph,0.3440,0.6122,0.7000,0.6387,0.3208,0.2752
757,nostop,nolug,dph,0.1442,0.5086,0.6000,0.3794,0.2423,0.3863
758,nostop,nolug,dph,0.7009,0.9999,1.0000,0.9206,0.6099,0.8630
759,nostop,nolug,dph,0.0944,0.5410,0.4000,0.3954,0.2753,0.8523
760,nostop,nolug,dph,0.0912,0.3143,0.3000,0.4419,0.2821,0.3165
761,nostop,nolug,dph,0.3675,0.9295,0.8000,0.6359,0.4733,0.4656
762,nostop,nolug,dph,0.0072,0.1360,0.2000,0.1306,0.0955,0.2090
