topic,stop,stemmer,model,ap,rbp,p10,ndcg,twist,err
801,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
802,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
803,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
804,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
805,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
806,nostop,nolug,bb2,0.0002,0.0000,0.0000,0.0163,0.0030,0.0109
807,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
808,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
809,nostop,nolug,bb2,0.2789,0.6571,0.6000,0.6102,0.4532,0.4226
810,nostop,nolug,bb2,0.2337,0.3974,0.3000,0.6372,0.3070,0.3441
811,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
812,nostop,nolug,bb2,0.0063,0.0819,0.1000,0.1104,0.0170,0.0550
813,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
814,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
815,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
816,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
817,nostop,nolug,bb2,0.0084,0.1198,0.2000,0.0938,0.0651,0.0800
818,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
819,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
820,nostop,nolug,bb2,0.0577,0.0011,0.0000,0.3189,0.1372,0.0285
821,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
822,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
823,nostop,nolug,bb2,0.0020,0.0000,0.0000,0.0726,0.0101,0.0087
824,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
825,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
826,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
827,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
828,nostop,nolug,bb2,0.0025,0.0524,0.1000,0.0782,0.0139,0.0385
829,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
830,nostop,nolug,bb2,0.1735,0.4381,0.5000,0.4453,0.3497,0.7786
831,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
832,nostop,nolug,bb2,0.0327,0.2710,0.3000,0.1773,0.0972,0.1575
833,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
834,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
835,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
836,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
837,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
838,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
839,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
840,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
841,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
842,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
843,nostop,nolug,bb2,0.0006,0.0000,0.0000,0.0556,0.0000,0.0039
844,nostop,nolug,bb2,0.1098,0.3407,0.4000,0.3685,0.2367,0.2299
845,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
846,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
847,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
848,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
849,nostop,nolug,bb2,0.1644,0.6019,0.5000,0.4358,0.2866,0.8107
850,nostop,nolug,bb2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
801,nostop,nolug,bm25,0.4444,0.6544,0.8000,0.7818,0.5097,0.2732
802,nostop,nolug,bm25,0.1160,0.4590,0.3000,0.4061,0.3000,0.3887
803,nostop,nolug,bm25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
804,nostop,nolug,bm25,0.5593,0.7183,0.7000,0.8332,0.5631,0.4389
805,nostop,nolug,bm25,0.1898,0.2036,0.1000,0.4411,0.2354,0.2611
806,nostop,nolug,bm25,0.2065,0.6810,0.7000,0.4405,0.3251,0.8527
807,nostop,nolug,bm25,0.3370,0.7754,0.8000,0.6894,0.4915,0.5640
808,nostop,nolug,bm25,0.2979,0.9748,1.0000,0.6353,0.4041,0.8630
809,nostop,nolug,bm25,0.2467,0.3409,0.3000,0.5970,0.4402,0.1785
810,nostop,nolug,bm25,0.1907,0.3161,0.3000,0.5988,0.2436,0.3211
811,nostop,nolug,bm25,0.2470,0.7590,0.8000,0.5387,0.4135,0.4485
812,nostop,nolug,bm25,0.4147,0.9065,0.9000,0.7349,0.4513,0.4560
813,nostop,nolug,bm25,0.2190,0.9163,0.9000,0.5302,0.3413,0.4606
814,nostop,nolug,bm25,0.4813,0.6500,0.6000,0.7351,0.4464,0.3501
815,nostop,nolug,bm25,0.1269,0.7642,0.6000,0.2931,0.2207,0.8628
816,nostop,nolug,bm25,0.7199,0.9325,1.0000,0.8629,0.4517,0.5860
817,nostop,nolug,bm25,0.3579,0.8090,0.9000,0.6311,0.4372,0.4073
818,nostop,nolug,bm25,0.1301,0.2734,0.2000,0.5782,0.3127,0.3190
819,nostop,nolug,bm25,0.3524,0.6189,0.6000,0.7580,0.4753,0.3559
820,nostop,nolug,bm25,0.7472,1.0000,1.0000,0.9190,0.5977,0.4621
821,nostop,nolug,bm25,0.1774,0.4892,0.3000,0.4864,0.2977,0.4008
822,nostop,nolug,bm25,0.1199,0.2173,0.1000,0.5287,0.2428,0.7590
823,nostop,nolug,bm25,0.5029,0.6789,0.7000,0.8288,0.5300,0.4174
824,nostop,nolug,bm25,0.2091,0.8584,0.8000,0.4914,0.2564,0.4557
825,nostop,nolug,bm25,0.2870,0.6116,0.7000,0.6393,0.4070,0.2503
826,nostop,nolug,bm25,0.1161,0.1697,0.2000,0.5004,0.2945,0.1113
827,nostop,nolug,bm25,0.2177,0.2404,0.3000,0.6902,0.3519,0.1835
828,nostop,nolug,bm25,0.0724,0.5510,0.3000,0.2695,0.1688,0.4230
829,nostop,nolug,bm25,0.1102,0.3667,0.2000,0.3198,0.2498,0.8152
830,nostop,nolug,bm25,0.1899,0.5215,0.5000,0.4847,0.3717,0.7879
831,nostop,nolug,bm25,0.0597,0.0452,0.1000,0.4309,0.1690,0.0555
832,nostop,nolug,bm25,0.0405,0.0721,0.1000,0.2049,0.1087,0.0714
833,nostop,nolug,bm25,0.1379,0.2755,0.3000,0.5062,0.2996,0.4077
834,nostop,nolug,bm25,0.3151,0.7362,0.6000,0.5728,0.3308,0.4327
835,nostop,nolug,bm25,0.4590,0.9047,0.8000,0.7481,0.5112,0.4590
836,nostop,nolug,bm25,0.1776,0.2580,0.2000,0.5550,0.3186,0.1860
837,nostop,nolug,bm25,0.0378,0.0864,0.1000,0.2676,0.0919,0.0682
838,nostop,nolug,bm25,0.6018,0.9675,1.0000,0.8247,0.5557,0.4618
839,nostop,nolug,bm25,0.2425,0.5258,0.7000,0.5099,0.2902,0.2531
840,nostop,nolug,bm25,0.0289,0.0657,0.1000,0.3304,0.1213,0.0530
841,nostop,nolug,bm25,0.3293,0.9806,1.0000,0.5579,0.3349,0.8570
842,nostop,nolug,bm25,0.2434,0.8481,0.8000,0.6437,0.3775,0.8193
843,nostop,nolug,bm25,0.3942,0.9675,1.0000,0.6172,0.4414,0.8626
844,nostop,nolug,bm25,0.1814,0.3013,0.4000,0.5574,0.3447,0.3974
845,nostop,nolug,bm25,0.0632,0.5111,0.3000,0.2226,0.2152,0.4088
846,nostop,nolug,bm25,0.1433,0.3317,0.3000,0.5531,0.3255,0.2059
847,nostop,nolug,bm25,0.2522,0.8081,0.7000,0.5721,0.4038,0.8252
848,nostop,nolug,bm25,0.0760,0.4626,0.5000,0.2842,0.1753,0.3967
849,nostop,nolug,bm25,0.1722,0.5511,0.6000,0.4776,0.3346,0.8038
850,nostop,nolug,bm25,0.2816,0.6018,0.5000,0.6752,0.3854,0.4271
801,nostop,nolug,dfiz,0.4410,0.9843,1.0000,0.6562,0.4543,0.4620
802,nostop,nolug,dfiz,0.1081,0.5569,0.5000,0.4516,0.2728,0.3857
803,nostop,nolug,dfiz,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
804,nostop,nolug,dfiz,0.1839,0.8519,0.8000,0.4374,0.2651,0.4581
805,nostop,nolug,dfiz,0.0206,0.0110,0.0000,0.3148,0.0395,0.0215
806,nostop,nolug,dfiz,0.0717,0.6098,0.6000,0.1876,0.1464,0.2931
807,nostop,nolug,dfiz,0.2354,0.4521,0.5000,0.6195,0.3969,0.2281
808,nostop,nolug,dfiz,0.3471,0.8789,0.9000,0.6411,0.4280,0.4563
809,nostop,nolug,dfiz,0.1322,0.6094,0.5000,0.3582,0.3045,0.4168
810,nostop,nolug,dfiz,0.1313,0.2509,0.2000,0.5167,0.2790,0.1913
811,nostop,nolug,dfiz,0.0447,0.3419,0.2000,0.1588,0.1365,0.3348
812,nostop,nolug,dfiz,0.2228,0.6058,0.6000,0.5809,0.4075,0.2701
813,nostop,nolug,dfiz,0.3709,0.9414,0.9000,0.6965,0.4720,0.4607
814,nostop,nolug,dfiz,0.5532,0.7603,0.8000,0.8121,0.5925,0.5750
815,nostop,nolug,dfiz,0.0942,0.4351,0.4000,0.3358,0.2765,0.4250
816,nostop,nolug,dfiz,0.4604,0.7016,0.6000,0.7525,0.5174,0.4444
817,nostop,nolug,dfiz,0.5271,0.9976,1.0000,0.7440,0.5407,0.4621
818,nostop,nolug,dfiz,0.1445,0.4619,0.3000,0.4614,0.3104,0.3899
819,nostop,nolug,dfiz,0.1634,0.5560,0.6000,0.4864,0.3304,0.2663
820,nostop,nolug,dfiz,0.5969,0.9731,0.9000,0.8249,0.5632,0.4616
821,nostop,nolug,dfiz,0.0466,0.0001,0.0000,0.3455,0.1363,0.0201
822,nostop,nolug,dfiz,0.0529,0.2180,0.1000,0.2626,0.1927,0.7606
823,nostop,nolug,dfiz,0.4438,0.9790,1.0000,0.7025,0.4864,0.4619
824,nostop,nolug,dfiz,0.1271,0.9672,1.0000,0.3217,0.2114,0.4741
825,nostop,nolug,dfiz,0.0663,0.3954,0.3000,0.3711,0.1924,0.3457
826,nostop,nolug,dfiz,0.1488,0.7548,0.6000,0.4179,0.2280,0.4511
827,nostop,nolug,dfiz,0.3425,0.5301,0.4000,0.7036,0.4643,0.4035
828,nostop,nolug,dfiz,0.0256,0.3712,0.3000,0.1486,0.0896,0.3403
829,nostop,nolug,dfiz,0.0155,0.1280,0.1000,0.1022,0.0536,0.0898
830,nostop,nolug,dfiz,0.0494,0.2655,0.2000,0.2320,0.1335,0.7608
831,nostop,nolug,dfiz,0.1393,0.2519,0.2000,0.5714,0.2626,0.1834
832,nostop,nolug,dfiz,0.0850,0.5613,0.5000,0.2768,0.1637,0.3767
833,nostop,nolug,dfiz,0.2210,0.3426,0.4000,0.5817,0.3625,0.2324
834,nostop,nolug,dfiz,0.1131,0.7558,0.6000,0.3577,0.2121,0.4510
835,nostop,nolug,dfiz,0.3745,0.8407,0.8000,0.6791,0.4950,0.4490
836,nostop,nolug,dfiz,0.1627,0.1659,0.3000,0.5599,0.2949,0.1030
837,nostop,nolug,dfiz,0.0694,0.1443,0.2000,0.3752,0.2485,0.0986
838,nostop,nolug,dfiz,0.0167,0.0225,0.0000,0.1902,0.1031,0.0394
839,nostop,nolug,dfiz,0.0594,0.5160,0.4000,0.2274,0.1537,0.4186
840,nostop,nolug,dfiz,0.0088,0.0831,0.1000,0.1385,0.1096,0.0644
841,nostop,nolug,dfiz,0.0479,0.2408,0.2000,0.2584,0.1532,0.2949
842,nostop,nolug,dfiz,0.1862,0.5375,0.7000,0.5675,0.3548,0.2421
843,nostop,nolug,dfiz,0.1979,0.8078,0.8000,0.4438,0.3094,0.8622
844,nostop,nolug,dfiz,0.3406,0.5656,0.7000,0.6347,0.3815,0.3954
845,nostop,nolug,dfiz,0.0381,0.1430,0.1000,0.2369,0.1971,0.1026
846,nostop,nolug,dfiz,0.0127,0.0819,0.1000,0.1654,0.1077,0.0604
847,nostop,nolug,dfiz,0.1640,0.4397,0.3000,0.4637,0.3343,0.7953
848,nostop,nolug,dfiz,0.0327,0.1557,0.2000,0.2109,0.1004,0.1122
849,nostop,nolug,dfiz,0.1899,0.5932,0.4000,0.5654,0.2886,0.4619
850,nostop,nolug,dfiz,0.2017,0.7467,0.7000,0.6166,0.3310,0.4483
801,nostop,nolug,dfree,0.6225,0.8349,0.9000,0.8799,0.6373,0.4078
802,nostop,nolug,dfree,0.2112,0.5826,0.5000,0.5373,0.3728,0.4240
803,nostop,nolug,dfree,0.0005,0.0000,0.0000,0.0601,0.0351,0.0044
804,nostop,nolug,dfree,0.5841,0.7512,0.8000,0.8416,0.5761,0.4412
805,nostop,nolug,dfree,0.1825,0.2002,0.1000,0.4191,0.3168,0.2573
806,nostop,nolug,dfree,0.2293,0.7257,0.6000,0.4422,0.3578,0.8549
807,nostop,nolug,dfree,0.4492,0.7655,0.8000,0.7827,0.5019,0.8080
808,nostop,nolug,dfree,0.5739,0.9943,1.0000,0.8338,0.5232,0.8630
809,nostop,nolug,dfree,0.1982,0.2878,0.2000,0.5431,0.4068,0.1685
810,nostop,nolug,dfree,0.2104,0.3589,0.4000,0.5820,0.2881,0.3377
811,nostop,nolug,dfree,0.1622,0.7056,0.8000,0.4100,0.3215,0.4306
812,nostop,nolug,dfree,0.3701,0.7841,0.7000,0.7275,0.4653,0.4367
813,nostop,nolug,dfree,0.3166,0.9566,1.0000,0.6579,0.4170,0.4617
814,nostop,nolug,dfree,0.5422,0.6658,0.8000,0.7919,0.5330,0.2943
815,nostop,nolug,dfree,0.1184,0.5422,0.6000,0.3219,0.2217,0.4512
816,nostop,nolug,dfree,0.8336,0.9352,0.9000,0.9149,0.9710,0.5102
817,nostop,nolug,dfree,0.5661,0.9574,0.9000,0.7797,0.5366,0.4609
818,nostop,nolug,dfree,0.4144,0.8783,0.8000,0.7535,0.5203,0.4887
819,nostop,nolug,dfree,0.3182,0.2392,0.4000,0.7007,0.4621,0.1442
820,nostop,nolug,dfree,0.7407,0.9999,1.0000,0.9108,0.6323,0.4621
821,nostop,nolug,dfree,0.2722,0.2843,0.4000,0.6097,0.4047,0.1276
822,nostop,nolug,dfree,0.1999,0.2027,0.2000,0.6381,0.3400,0.3897
823,nostop,nolug,dfree,0.5850,0.7014,0.5000,0.8614,0.5871,0.4374
824,nostop,nolug,dfree,0.3062,0.8153,0.8000,0.5937,0.2942,0.4379
825,nostop,nolug,dfree,0.2654,0.6913,0.6000,0.5964,0.4079,0.4212
826,nostop,nolug,dfree,0.3021,0.5276,0.5000,0.7210,0.4611,0.2442
827,nostop,nolug,dfree,0.5608,0.8258,0.8000,0.8595,0.5862,0.5845
828,nostop,nolug,dfree,0.0951,0.5466,0.6000,0.3477,0.2712,0.3761
829,nostop,nolug,dfree,0.0757,0.2819,0.2000,0.2651,0.1855,0.7883
830,nostop,nolug,dfree,0.1120,0.3386,0.2000,0.4213,0.2577,0.7778
831,nostop,nolug,dfree,0.2219,0.4219,0.4000,0.6325,0.3891,0.3388
832,nostop,nolug,dfree,0.0469,0.0459,0.1000,0.2278,0.1219,0.0606
833,nostop,nolug,dfree,0.3181,0.5050,0.5000,0.6953,0.4860,0.3478
834,nostop,nolug,dfree,0.3656,0.7538,0.7000,0.6472,0.3391,0.4406
835,nostop,nolug,dfree,0.5738,0.9210,0.9000,0.8462,0.5283,0.4586
836,nostop,nolug,dfree,0.2055,0.1253,0.2000,0.5948,0.3318,0.0898
837,nostop,nolug,dfree,0.1274,0.1454,0.3000,0.5316,0.2743,0.0944
838,nostop,nolug,dfree,0.3816,0.8867,0.9000,0.7189,0.4507,0.4595
839,nostop,nolug,dfree,0.1672,0.4493,0.5000,0.4244,0.2526,0.3442
840,nostop,nolug,dfree,0.0395,0.1285,0.1000,0.3476,0.1735,0.0990
841,nostop,nolug,dfree,0.3436,0.9942,1.0000,0.5711,0.4135,0.4744
842,nostop,nolug,dfree,0.3055,0.8829,0.9000,0.6723,0.4050,0.8199
843,nostop,nolug,dfree,0.4987,0.9803,1.0000,0.7300,0.5216,0.8600
844,nostop,nolug,dfree,0.3350,0.5426,0.6000,0.6514,0.4225,0.4125
845,nostop,nolug,dfree,0.1282,0.5204,0.5000,0.3347,0.2800,0.3798
846,nostop,nolug,dfree,0.1144,0.3204,0.2000,0.4414,0.3039,0.3196
847,nostop,nolug,dfree,0.3059,0.8229,0.6000,0.6245,0.4321,0.8249
848,nostop,nolug,dfree,0.0695,0.5371,0.5000,0.2763,0.1440,0.5708
849,nostop,nolug,dfree,0.2367,0.5939,0.5000,0.6233,0.4244,0.5608
850,nostop,nolug,dfree,0.2222,0.3048,0.4000,0.6421,0.3768,0.1354
801,nostop,nolug,dirichletlm,0.5196,0.8328,0.9000,0.8045,0.5599,0.4078
802,nostop,nolug,dirichletlm,0.1200,0.5372,0.4000,0.4489,0.3048,0.3850
803,nostop,nolug,dirichletlm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
804,nostop,nolug,dirichletlm,0.4651,0.8848,0.8000,0.7692,0.5198,0.4583
805,nostop,nolug,dirichletlm,0.1739,0.2000,0.1000,0.3294,0.2523,0.2530
806,nostop,nolug,dirichletlm,0.1602,0.7363,0.7000,0.3394,0.3280,0.8265
807,nostop,nolug,dirichletlm,0.3522,0.9326,0.9000,0.6990,0.4517,0.8203
808,nostop,nolug,dirichletlm,0.4539,0.9825,1.0000,0.7521,0.4949,0.5891
809,nostop,nolug,dirichletlm,0.1293,0.7194,0.7000,0.3418,0.3062,0.4453
810,nostop,nolug,dirichletlm,0.1596,0.2926,0.4000,0.5506,0.3540,0.1820
811,nostop,nolug,dirichletlm,0.1629,0.7304,0.8000,0.4233,0.2782,0.4415
812,nostop,nolug,dirichletlm,0.1650,0.4743,0.4000,0.5156,0.3493,0.3479
813,nostop,nolug,dirichletlm,0.3194,0.9808,1.0000,0.6275,0.4315,0.4620
814,nostop,nolug,dirichletlm,0.4394,0.7827,0.8000,0.7693,0.5222,0.4815
815,nostop,nolug,dirichletlm,0.0998,0.4565,0.4000,0.3231,0.2721,0.4305
816,nostop,nolug,dirichletlm,0.7786,0.8741,0.9000,0.9026,0.6742,0.4542
817,nostop,nolug,dirichletlm,0.4195,0.9947,1.0000,0.6956,0.4639,0.4621
818,nostop,nolug,dirichletlm,0.1362,0.4602,0.4000,0.4655,0.3266,0.3889
819,nostop,nolug,dirichletlm,0.2016,0.5491,0.6000,0.5544,0.3718,0.2716
820,nostop,nolug,dirichletlm,0.5813,0.9985,1.0000,0.8219,0.5647,0.4621
821,nostop,nolug,dirichletlm,0.0774,0.0990,0.1000,0.4463,0.2485,0.0738
822,nostop,nolug,dirichletlm,0.1471,0.2877,0.2000,0.5687,0.2740,0.7683
823,nostop,nolug,dirichletlm,0.5454,0.9912,1.0000,0.7938,0.5360,0.4621
824,nostop,nolug,dirichletlm,0.2374,0.9241,0.8000,0.4757,0.2891,0.4605
825,nostop,nolug,dirichletlm,0.0639,0.0424,0.1000,0.3809,0.2374,0.0539
826,nostop,nolug,dirichletlm,0.2138,0.4964,0.5000,0.6033,0.3861,0.3596
