stop,stemmer,model,ap,rbp,p10,ndcg,twist,err,ssapw,ssrbpw,ssp10w,ssndcgw,sstwistw,sserrw
nostop,porter,inl2,0.305744,0.627996,0.602,0.590838,0.376064,0.536884,1.4841863632,4.1018976792,4.1098,306.203395285,1.1018399152,3.2677741472
nostop,porter,inexpb2,0.2959,0.612866,0.58,0.576572,0.365948,0.531952,1.46850588,4.4958446922,4.56,295.692646038,1.0420794448,3.6538674648
nostop,porter,jskls,0.310832,0.635326,0.614,0.598964,0.38366,0.539862,1.7019577288,3.7672439562,4.0202,318.048908283,1.32235396,3.1004622778
nostop,porter,lemurtfidf,0.282894,0.618768,0.598,0.57524,0.367096,0.534166,1.3732428482,4.1927222088,4.3498,298.64161996,1.1718472792,3.6863190522
nostop,porter,lgd,0.28237,0.590176,0.566,0.568582,0.353318,0.527492,1.551960165,4.4460156312,4.4522,295.647089187,1.1058935138,3.9362472368
nostop,porter,pl2,0.06595,0.168154,0.146,0.158284,0.093556,0.198758,0.849415205,3.6526244042,3.1442,536.315818953,1.1596343832,4.6441368618
nostop,porter,tfidf,0.305116,0.635766,0.604,0.585066,0.368542,0.571044,1.5136474472,4.2679495122,4.5192,323.492454759,1.0720379218,3.6379220832
nostop,snowballPorter,bb2,0.032318,0.095016,0.09,0.084696,0.050652,0.092224,0.3585231338,2.6357479472,2.565,712.991671406,0.7100842248,2.5361144312
nostop,snowballPorter,bm25,0.278094,0.591834,0.564,0.564746,0.351528,0.520054,1.4011882882,4.1915978922,4.5152,321.412522696,1.0110147408,3.4844543842
nostop,snowballPorter,dfiz,0.154962,0.443368,0.436,0.389826,0.240812,0.414528,1.2662041778,4.6427097888,4.9552,285.09711664,1.4050670528,4.4468798608
nostop,snowballPorter,dfree,0.30403,0.61861,0.6,0.59167,0.37926,0.54109,1.734898025,3.738752345,4.14,353.76182996,1.32427762,3.049032605
nostop,snowballPorter,dirichletlm,0.200658,0.491718,0.464,0.472952,0.287934,0.471336,1.3056027418,5.1970454738,5.1352,283.317648825,1.3324544522,4.3512601552
nostop,snowballPorter,dlh,0.213432,0.477952,0.458,0.485202,0.300658,0.429566,1.5481515088,4.2860671848,4.1018,288.88037045,1.3385394618,3.8424362122
nostop,snowballPorter,dph,0.307458,0.661652,0.632,0.592904,0.366362,0.591046,1.6763528018,3.6408899448,3.6888,364.157538389,1.1250039178,3.2875421042
nostop,snowballPorter,hiemstralm,0.187088,0.375034,0.368,0.467466,0.288036,0.30064,1.2948456328,3.8837208122,3.8288,290.904688822,1.4095396352,2.14688842
nostop,snowballPorter,ifb2,0.010504,0.08112,0.078,0.041468,0.027818,0.074332,0.1014537392,1.48196488,1.4058,923.324082031,0.2852917538,1.1291824288
nostop,snowballPorter,inb2,0.263114,0.606762,0.576,0.521532,0.33594,0.541714,1.4643481802,5.0620648178,5.0712,324.271930883,1.45786544,4.1321133602
nostop,snowballPorter,inl2,0.305672,0.629828,0.606,0.590614,0.375904,0.544896,1.4884899608,4.0970103808,4.1082,385.852704243,1.1137037592,3.4942842792
nostop,snowballPorter,inexpb2,0.29637,0.612258,0.58,0.577402,0.36539,0.532376,1.466588625,4.4822213018,4.58,373.510467424,1.033973565,3.6442206312
nostop,snowballPorter,jskls,0.310958,0.632102,0.616,0.598978,0.383114,0.542932,1.6984157418,3.8812540698,4.0872,399.783919974,1.3106424602,3.2613277888
nostop,snowballPorter,lemurtfidf,0.282952,0.62015,0.602,0.574872,0.36808,0.541086,1.3731727648,4.184858525,4.2898,374.964979722,1.15124054,3.7758375202
nostop,snowballPorter,lgd,0.282074,0.588434,0.564,0.568076,0.351588,0.527124,1.5542174162,4.5711117922,4.5952,370.638899077,1.1221250528,3.9577786312
nostop,snowballPorter,pl2,0.070722,0.173112,0.154,0.163864,0.103436,0.201196,1.0115367458,3.6768806128,3.2242,667.631682863,1.4044336952,4.6503264592
nostop,snowballPorter,tfidf,0.304884,0.635194,0.606,0.584412,0.368832,0.574898,1.5165815472,4.3106111482,4.6482,401.344986198,1.0724145688,3.7506901298
nostop,weakPorter,bb2,0.03065,0.086044,0.08,0.083606,0.050492,0.088246,0.295957685,2.4263627032,2.1,903.979548294,0.7417342768,2.4738809442
nostop,weakPorter,bm25,0.273742,0.605244,0.58,0.561806,0.351478,0.541686,1.3066509618,4.1174516632,4.22,393.225246322,1.0332363258,3.5482213402
nostop,weakPorter,dfiz,0.152422,0.457448,0.442,0.394484,0.25007,0.427218,1.1693849458,4.7651124448,5.3618,353.025729399,1.259615725,4.2093519938
nostop,weakPorter,dfree,0.300952,0.624404,0.604,0.590182,0.369486,0.537974,1.5835497048,3.7909794792,4.0592,431.495908734,1.2126290602,3.1814235962
nostop,weakPorter,dirichletlm,0.198632,0.504062,0.486,0.473836,0.29914,0.457344,1.1495386888,5.0416572178,5.1002,348.795467388,1.4433656,4.0257824632
nostop,weakPorter,dlh,0.216784,0.49053,0.464,0.492756,0.306494,0.447952,1.4489341672,3.856749465,4.1352,357.00029462,1.3055196282,3.6231968648
nostop,weakPorter,dph,0.302756,0.653912,0.638,0.588372,0.36756,0.550624,1.6347370632,3.6622132328,3.7378,437.771518328,1.24004496,3.3801066312
nostop,weakPorter,hiemstralm,0.186624,0.387472,0.378,0.470246,0.288964,0.323732,1.2242500112,4.1416560008,3.9258,356.282750099,1.2517725152,2.2614612688
nostop,weakPorter,ifb2,0.012062,0.088184,0.08,0.046148,0.029542,0.082482,0.0961237378,1.7952518672,1.52,1121.83518006,0.3265819818,1.3244154738
nostop,weakPorter,inb2,0.25755,0.633896,0.606,0.514142,0.329656,0.549582,1.365915485,4.7311944592,4.8482,387.029887731,1.4210789632,3.7182360538
nostop,weakPorter,inl2,0.302962,0.644716,0.612,0.588012,0.37321,0.5744,1.4034686978,3.8869311872,3.8928,460.913903199,1.065135505,3.47274708
nostop,weakPorter,inexpb2,0.290456,0.634284,0.608,0.573688,0.364918,0.569116,1.3623905832,4.1796223072,4.4968,444.826005816,0.9937646138,3.5813381672
nostop,weakPorter,jskls,0.306426,0.638392,0.632,0.59426,0.37612,0.554568,1.5883679362,3.7548180368,3.8888,473.54237785,1.20195922,3.3561903888
nostop,weakPorter,lemurtfidf,0.27452,0.616648,0.6,0.56501,0.349786,0.54766,1.2385584,3.7292038848,3.52,438.797387395,0.8552344002,3.52821686
nostop,weakPorter,lgd,0.277186,0.603294,0.594,0.564344,0.355816,0.530626,1.3608046002,4.1663374282,4.3282,440.275661162,1.0690515272,3.7780712962
nostop,weakPorter,pl2,0.07377,0.183366,0.16,0.171516,0.106218,0.2073,0.996976825,4.1681233122,3.68,785.315952881,1.3930925138,4.69942264
nostop,weakPorter,tfidf,0.301386,0.646524,0.616,0.582324,0.368186,0.57795,1.4288471402,3.9371251312,4.2272,475.253614432,1.0420116402,3.475705185
indri,nolug,bb2,0.257574,0.59078,0.574,0.522844,0.3296,0.528336,1.5823480362,4.85346176,4.5162,417.578695363,1.22898106,3.9202694752
indri,nolug,bm25,0.269782,0.606326,0.59,0.548574,0.34341,0.503986,1.4807376338,4.4577170962,4.245,441.207288166,1.033655765,3.3836405402
indri,nolug,dfiz,0.252968,0.580554,0.576,0.52771,0.332454,0.513558,1.6846402688,4.5496135242,4.0112,425.775882013,1.2157604042,3.9787368218
indri,nolug,dfree,0.281204,0.612796,0.602,0.566378,0.351386,0.53675,1.6707480992,4.3266955792,3.9898,465.067497605,1.1696446002,3.744108545
indri,nolug,dirichletlm,0.22455,0.535342,0.53,0.496656,0.304756,0.483488,1.530624545,4.8249463618,4.865,412.237132974,1.1372625432,3.9844938728
indri,nolug,dlh,0.249884,0.55403,0.534,0.529192,0.31308,0.467642,1.6586519672,4.895534405,4.7122,433.996421334,1.15294798,3.9606906218
indri,nolug,dph,0.283926,0.640626,0.61,0.563822,0.36234,0.559538,1.6743071162,4.0451151962,4.265,469.386024894,1.26437426,3.4537625978
indri,nolug,hiemstralm,0.190546,0.433256,0.418,0.4587,0.272266,0.391866,1.5189968642,4.8160246632,4.3938,411.76354456,1.2729157322,3.7655358722
indri,nolug,ifb2,0.242308,0.59946,0.58,0.506332,0.319044,0.517578,1.5919649768,4.49515436,4.52,426.847484517,1.2743199032,3.3486046058
indri,nolug,inb2,0.247692,0.607614,0.586,0.505446,0.316978,0.530052,1.5032213568,4.6808797402,4.5602,429.067960829,1.2496714258,3.9512548248
indri,nolug,inl2,0.275434,0.611536,0.588,0.555824,0.35213,0.517112,1.5141074122,4.5006352752,4.3728,471.135875272,1.054537205,3.4316287728
indri,nolug,inexpb2,0.26492,0.616192,0.598,0.535808,0.340272,0.535212,1.53307486,4.4505413168,4.1498,454.074072311,1.1319406808,3.5462912328
indri,nolug,jskls,0.283864,0.62245,0.594,0.567524,0.355746,0.540328,1.6624573752,4.268251985,4.2082,489.016560132,1.1351742842,3.6608315008
indri,nolug,lemurtfidf,0.256326,0.58639,0.562,0.539588,0.337628,0.521798,1.3659191562,4.867496965,4.9978,461.410327456,0.9367086408,3.7702340698
indri,nolug,lgd,0.275776,0.57696,0.568,0.565096,0.34249,0.506058,1.6381053112,4.78949854,4.4688,490.111505079,1.129333825,4.0713448018
indri,nolug,pl2,0.252074,0.594906,0.574,0.533792,0.327044,0.527216,1.3868890162,4.6330562282,4.2962,460.729377872,1.1215924432,3.8341245272
indri,nolug,tfidf,0.270964,0.612222,0.594,0.551124,0.34805,0.514844,1.4706786752,4.4524040258,4.2082,478.732292068,1.064535785,3.4631623232
indri,krovetz,bb2,0.286664,0.59913,0.57,0.550964,0.361204,0.521866,1.7223990152,4.851016565,5.145,481.282180051,1.6532044992,3.5747999522
indri,krovetz,bm25,0.311094,0.641592,0.616,0.595852,0.379136,0.535472,1.5116305682,3.8933284168,3.6072,541.224249685,1.2404590552,3.0293005208
indri,krovetz,dfiz,0.283592,0.627776,0.62,0.567434,0.360474,0.51861,1.7344025768,4.0630341112,4.36,504.191625698,1.2807881962,3.526910525
indri,krovetz,dfree,0.32245,0.64673,0.622,0.61662,0.395392,0.528046,1.679723565,3.726414325,3.7658,580.884891712,1.3030129168,3.3420862642
indri,krovetz,dirichletlm,0.235018,0.563868,0.554,0.521434,0.323498,0.49515,1.2436375938,4.6564213688,4.4442,465.7359549,0.9816843498,3.981295945
indri,krovetz,dlh,0.272578,0.55668,0.532,0.556328,0.347754,0.509116,1.7312007058,4.21528756,4.4888,498.260291029,1.5273649042,3.6102917672
indri,krovetz,dph,0.330242,0.683076,0.664,0.61508,0.39567,0.578352,1.6920963618,3.6438703512,3.8352,585.395279302,1.316937425,3.2096432448
indri,krovetz,hiemstralm,0.204368,0.43767,0.43,0.486228,0.297834,0.369636,1.3766520688,4.226116885,4.345,458.638274925,1.4605351922,2.7926443152
indri,krovetz,ifb2,0.277012,0.603348,0.582,0.536956,0.344922,0.512298,1.6938023928,4.2892163648,4.3538,487.5648683,1.4013127258,3.2294669298
indri,krovetz,inb2,0.280806,0.632222,0.62,0.546114,0.35812,0.550076,1.4869830282,4.4989808658,4.66,498.332662095,1.72182502,3.6493644112
indri,krovetz,inl2,0.3151,0.642752,0.62,0.601048,0.393378,0.537614,1.53955616,3.8965345048,3.72,572.037739358,1.2462759258,3.0728852602
indri,krovetz,inexpb2,0.302572,0.63823,0.618,0.57664,0.376816,0.538916,1.5610157008,4.293948205,4.2538,537.516396452,1.3584688272,3.2146567672
indri,krovetz,jskls,0.327928,0.659684,0.646,0.619508,0.396702,0.55276,1.6753283608,3.5718898472,3.5842,609.199708874,1.2601317698,3.217953
indri,krovetz,lemurtfidf,0.291716,0.636714,0.61,0.57419,0.366456,0.53756,1.4464633072,3.5840315002,3.665,538.108765185,1.2010863432,2.84233068
indri,krovetz,lgd,0.311222,0.626098,0.594,0.603188,0.38537,0.562348,1.6139241058,4.2648341698,4.0882,583.7334921,1.274442945,3.8587628248
indri,krovetz,pl2,0.294976,0.640116,0.58,0.580278,0.356326,0.598034,1.5176889512,3.5948424072,3.94,550.457726062,1.2345015162,3.3591341522
indri,krovetz,tfidf,0.312352,0.639996,0.61,0.599648,0.383236,0.53046,1.5067503048,3.9713577392,3.765,581.71981968,1.2421297752,3.02202528
indri,lovins,bb2,0.264924,0.543328,0.52,0.52404,0.337824,0.454864,1.9732154912,6.1759660608,6.2,499.008903264,1.5819453512,4.5212560352
indri,lovins,bm25,0.298366,0.600728,0.58,0.579144,0.379464,0.519674,1.8278179722,5.2135281808,5.12,556.309721467,1.7310874752,4.1400347762
indri,lovins,dfiz,0.263426,0.574248,0.556,0.543522,0.350132,0.495506,1.9357379362,4.7926074248,5.3232,519.00372192,1.4106179888,3.8526545282
indri,lovins,dfree,0.314138,0.607004,0.598,0.599906,0.386488,0.516968,1.9827629778,5.0946738192,4.8698,593.564338286,1.5666014528,4.2165491488
indri,lovins,dirichletlm,0.232492,0.534684,0.508,0.511688,0.321262,0.493426,1.4696083768,5.4860415272,5.6768,503.698426812,1.3184174778,4.2213538562
indri,lovins,dlh,0.254508,0.53002,0.508,0.533082,0.33752,0.46981,1.8200368368,5.13568206,5.2768,518.946549573,1.61532994,4.012974585
indri,lovins,dph,0.31755,0.63255,0.606,0.602686,0.398874,0.55469,1.924084345,4.478767985,4.6682,606.961514986,1.7842067762,3.705848725
indri,lovins,hiemstralm,0.205516,0.422254,0.42,0.4773,0.296138,0.357548,1.5114762872,4.7530443442,4.88,506.36506284,1.4911269978,3.2588134048
indri,lovins,ifb2,0.241188,0.530856,0.518,0.495884,0.307808,0.453702,1.8241815728,5.7016625632,5.6138,510.645832862,1.4941945368,4.1985873698
indri,lovins,inb2,0.272606,0.602742,0.582,0.536012,0.337416,0.51414,1.7400312482,5.1859785418,5.4138,532.840355818,1.2945347272,4.1026358
indri,lovins,inl2,0.304518,0.60081,0.578,0.584462,0.381286,0.496816,1.9222217938,5.359344565,5.0658,590.112179225,1.5294790802,3.8116779672
indri,lovins,inexpb2,0.290684,0.604496,0.578,0.563526,0.366602,0.510818,1.7855519072,5.2973538392,5.3058,564.568644281,1.4781127498,4.1683877138
indri,lovins,jskls,0.3187,0.624348,0.598,0.605084,0.39231,0.537344,1.96269354,4.7247649248,4.7098,628.934724507,1.626551385,4.0440825832
indri,lovins,lemurtfidf,0.274686,0.596702,0.566,0.553146,0.355274,0.531356,1.6699635802,4.8378730498,4.8122,558.248338188,1.4143328562,4.1135204032
indri,lovins,lgd,0.307498,0.597866,0.564,0.59491,0.380792,0.525786,1.8644637498,5.0325328922,4.4552,616.487869659,1.5166527768,4.3436127002
indri,lovins,pl2,0.286852,0.60287,0.556,0.570216,0.360674,0.551208,1.6868563048,4.624631265,4.6832,582.86020679,1.4687813762,3.9267871168
indri,lovins,tfidf,0.301446,0.596072,0.584,0.580994,0.371148,0.506496,1.8474777842,5.4236675408,5.2272,599.809078405,1.4775232448,4.1779499792
indri,porter,bb2,0.281136,0.577176,0.552,0.548896,0.345546,0.500298,1.8482054552,5.3459180312,5.1248,564.276815958,1.3927943442,4.1970286098
indri,porter,bm25,0.315666,0.632784,0.61,0.603828,0.3806,0.521782,1.5351227722,4.3386793072,4.525,641.347994294,1.09690856,2.9960881538
indri,porter,dfiz,0.280504,0.604182,0.58,0.564916,0.362866,0.504244,1.8685771992,4.4859189538,4.92,586.152825937,1.2857299522,3.6945290032
indri,porter,dfree,0.328164,0.62687,0.62,0.623812,0.395568,0.51572,1.8064955552,4.214347605,3.92,685.366320199,1.1998116088,3.62270286
indri,porter,dirichletlm,0.236572,0.533902,0.516,0.52774,0.329586,0.478066,1.3641860008,5.2042539698,5.2872,557.824058138,1.1499172202,3.9931473322
indri,porter,dlh,0.273614,0.55082,0.524,0.561384,0.343694,0.483896,1.7895179402,4.910073,5.1912,589.371438152,1.2924538082,3.6804837992
indri,porter,dph,0.333604,0.677028,0.658,0.625438,0.404162,0.59056,1.7190075392,4.0113460808,4.2018,696.540033568,1.3589575778,3.2544461
indri,porter,hiemstralm,0.209908,0.425526,0.42,0.495412,0.301292,0.369,1.3746243768,4.2232423762,4.4,555.075815749,1.3424190968,2.90889988
indri,porter,ifb2,0.259748,0.557768,0.512,0.514962,0.322096,0.472244,1.8706481248,4.8411257688,4.6528,562.528580372,1.4420374592,3.5303565432
indri,porter,inb2,0.29274,0.624778,0.606,0.56033,0.365138,0.5487,1.70596516,4.5416926858,4.4482,599.120048883,1.2758317378,3.6919213
indri,porter,inl2,0.321228,0.633536,0.614,0.610326,0.388152,0.52455,1.6083758408,4.2913099352,4.0202,677.332045927,1.1724548448,3.160858225
indri,porter,inexpb2,0.307602,0.636738,0.594,0.583466,0.373232,0.539578,1.6280691298,4.5552570578,4.3882,633.431615935,1.1113387288,3.4703796058
indri,porter,jskls,0.333582,0.642212,0.63,0.62765,0.396938,0.524854,1.7818206738,4.1436823528,4.205,717.61231893,1.1884240178,3.2715097042
indri,porter,lemurtfidf,0.29315,0.631866,0.608,0.584872,0.362066,0.5445,1.453508165,4.0724298522,3.8968,639.530051711,1.0189897722,3.4565466
indri,porter,lgd,0.319594,0.607238,0.578,0.614686,0.38156,0.512638,1.7334838482,4.3927236378,4.3458,694.259875784,1.1708421,3.7410357578
indri,porter,pl2,0.304106,0.649028,0.6,0.590956,0.373428,0.582696,1.5526501482,4.0018780408,4.44,653.335424455,1.4026691208,3.4351140592
indri,porter,tfidf,0.318956,0.630748,0.606,0.60643,0.378776,0.511196,1.5626958232,4.3471929648,4.3482,682.20459325,1.0818227912,3.0330692392
indri,snowballPorter,bb2,0.280988,0.57517,0.55,0.548916,0.345774,0.497914,1.8498483328,5.395497725,5.105,605.330420481,1.3973812762,4.2443863402
indri,snowballPorter,bm25,0.315432,0.631958,0.606,0.603566,0.380658,0.529496,1.5349269888,4.3493665818,4.5082,681.645961738,1.0971426418,3.0748286592
indri,snowballPorter,dfiz,0.280594,0.604882,0.582,0.565108,0.363162,0.504482,1.8689628882,4.4680851538,4.8538,626.803744446,1.2820684178,3.6902096538
